시도,시군구,자격별,성별,연령구분,신청자,1등급,2등급,3등급,4등급,5등급,인지지원등급,등급외A,등급외B,등급외C
경상북도,예천군,기초,남자,70-74세,24,*,0,*,13,*,*,0,0,0
경상북도,예천군,기초,남자,75-79세,16,0,0,*,8,*,0,0,0,*
경상북도,예천군,기초,남자,80-84세,13,0,0,*,*,7,*,0,0,0
경상북도,예천군,기초,남자,85세이상,16,0,*,0,10,*,0,0,0,0
경상북도,예천군,기초,여자,65세미만,9,*,*,*,*,0,0,0,0,0
경상북도,예천군,기초,여자,65-69세,17,*,0,*,*,*,0,*,*,*
경상북도,예천군,기초,여자,70-74세,33,0,*,*,13,7,*,*,*,0
경상북도,예천군,기초,여자,75-79세,25,0,0,*,12,*,0,0,*,*
경상북도,예천군,기초,여자,80-84세,60,*,*,10,23,13,*,*,*,0
경상북도,예천군,기초,여자,85세이상,76,0,7,14,34,13,0,*,*,0
경상북도,예천군,의료,남자,70-74세,0,0,0,0,0,0,0,0,0,0
경상북도,예천군,의료,남자,80-84세,*,0,0,0,*,0,0,0,0,0
경상북도,예천군,의료,남자,85세이상,5,0,0,*,*,0,0,0,0,0
경상북도,예천군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
경상북도,예천군,의료,여자,70-74세,*,0,0,0,0,*,0,0,0,0
경상북도,예천군,의료,여자,75-79세,*,0,0,0,0,*,0,0,0,0
경상북도,예천군,의료,여자,80-84세,*,0,*,0,0,*,0,0,0,0
경상북도,예천군,의료,여자,85세이상,11,*,0,*,5,*,0,*,0,0
경상북도,예천군,감경,남자,65세미만,12,*,0,5,*,0,0,0,*,0
경상북도,예천군,감경,남자,65-69세,17,*,0,5,6,*,*,*,0,0
경상북도,예천군,감경,남자,70-74세,32,*,0,5,14,8,*,0,0,0
경상북도,예천군,감경,남자,75-79세,35,*,*,12,5,10,*,0,0,0
경상북도,예천군,감경,남자,80-84세,92,*,*,13,37,29,5,0,0,0
경상북도,예천군,감경,남자,85세이상,134,*,5,12,73,33,*,0,0,*
경상북도,예천군,감경,여자,65세미만,7,*,0,*,*,*,0,0,*,0
경상북도,예천군,감경,여자,65-69세,16,*,*,*,5,0,0,0,0,0
경상북도,예천군,감경,여자,70-74세,54,*,*,9,23,11,*,0,0,0
경상북도,예천군,감경,여자,75-79세,112,*,*,19,52,19,8,0,*,0
경상북도,예천군,감경,여자,80-84세,285,5,18,44,130,68,7,0,*,*
경상북도,예천군,감경,여자,85세이상,642,12,40,129,318,124,8,0,0,0
경상북도,봉화군,일반,남자,65세미만,6,0,0,*,0,0,0,*,0,*
경상북도,봉화군,일반,남자,65-69세,8,*,0,0,*,0,0,*,0,0
경상북도,봉화군,일반,남자,70-74세,19,0,0,*,*,*,0,*,*,*
경상북도,봉화군,일반,남자,75-79세,17,0,0,6,*,*,0,0,0,*
경상북도,봉화군,일반,남자,80-84세,46,0,*,5,6,10,*,5,0,5
경상북도,봉화군,일반,남자,85세이상,79,0,*,14,23,10,*,*,7,*
경상북도,봉화군,일반,여자,65세미만,5,*,0,0,0,0,0,*,0,*
경상북도,봉화군,일반,여자,65-69세,17,*,0,*,0,0,*,*,*,0
경상북도,봉화군,일반,여자,70-74세,35,*,0,6,9,*,*,*,8,*
경상북도,봉화군,일반,여자,75-79세,77,*,*,7,19,5,*,9,6,*
경상북도,봉화군,일반,여자,80-84세,136,0,*,15,34,19,*,11,13,5
경상북도,봉화군,일반,여자,85세이상,207,*,7,34,62,31,*,12,*,*
경상북도,봉화군,기초,남자,65세미만,7,0,0,*,*,0,0,0,0,0
경상북도,봉화군,기초,남자,65-69세,13,0,0,*,5,*,*,0,*,*
경상북도,봉화군,기초,남자,70-74세,10,0,0,*,*,*,*,0,0,0
경상북도,봉화군,기초,남자,75-79세,8,0,0,*,*,0,*,0,*,*
경상북도,봉화군,기초,남자,80-84세,12,0,0,*,7,0,0,0,0,*
경상북도,봉화군,기초,남자,85세이상,8,0,*,*,*,*,0,0,0,0
경상북도,봉화군,기초,여자,65세미만,6,0,0,*,*,0,0,*,0,*
경상북도,봉화군,기초,여자,65-69세,5,*,0,*,*,0,0,0,*,0
경상북도,봉화군,기초,여자,70-74세,11,0,0,*,5,*,0,0,0,0
경상북도,봉화군,기초,여자,75-79세,13,*,0,*,*,*,0,*,0,*
경상북도,봉화군,기초,여자,80-84세,22,0,0,5,10,*,0,*,0,0
경상북도,봉화군,기초,여자,85세이상,48,0,*,14,18,6,*,*,*,*
경상북도,봉화군,의료,남자,80-84세,0,0,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,75-79세,0,0,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,80-84세,0,0,0,0,0,0,0,0,0,0
경상북도,봉화군,의료,여자,85세이상,7,0,0,0,*,*,0,0,0,0
경상북도,봉화군,감경,남자,65세미만,*,*,0,*,*,0,0,0,0,0
경상북도,봉화군,감경,남자,65-69세,6,0,0,*,*,0,0,0,0,0
경상북도,봉화군,감경,남자,70-74세,9,*,0,*,*,*,*,*,0,0
경상북도,봉화군,감경,남자,75-79세,18,*,0,6,7,*,0,0,0,0
경상북도,봉화군,감경,남자,80-84세,42,0,*,7,16,8,5,*,0,0
경상북도,봉화군,감경,남자,85세이상,74,*,*,15,32,15,*,0,0,0
경상북도,봉화군,감경,여자,65세미만,7,0,*,*,*,0,0,0,0,0
경상북도,봉화군,감경,여자,65-69세,19,*,*,7,*,*,*,0,0,0
경상북도,봉화군,감경,여자,70-74세,24,0,*,7,8,*,*,0,0,0
경상북도,봉화군,감경,여자,75-79세,44,*,*,18,14,*,*,0,0,0
경상북도,봉화군,감경,여자,80-84세,125,*,5,26,45,36,*,0,0,*
경상북도,봉화군,감경,여자,85세이상,287,*,19,75,126,47,8,0,0,0
경상북도,울진군,일반,남자,65세미만,6,0,0,0,0,0,0,*,*,*
경상북도,울진군,일반,남자,65-69세,32,0,*,*,7,*,0,5,*,*
경상북도,울진군,일반,남자,70-74세,36,0,*,*,12,*,0,*,*,0
경상북도,울진군,일반,남자,75-79세,54,0,*,11,8,*,*,*,*,*
경상북도,울진군,일반,남자,80-84세,74,0,0,11,25,*,*,7,7,7
경상북도,울진군,일반,남자,85세이상,93,*,5,15,37,12,0,*,*,*
경상북도,울진군,일반,여자,65세미만,6,0,0,*,*,*,0,0,0,0
경상북도,울진군,일반,여자,65-69세,30,0,*,*,5,0,*,*,7,0
경상북도,울진군,일반,여자,70-74세,69,0,*,5,9,*,*,11,14,*
경상북도,울진군,일반,여자,75-79세,102,*,*,11,20,8,0,12,11,*
경상북도,울진군,일반,여자,80-84세,202,5,6,40,73,16,8,16,11,*
경상북도,울진군,일반,여자,85세이상,236,*,13,59,98,21,*,11,5,*
경상북도,울진군,기초,남자,65세미만,32,0,*,6,9,*,*,5,*,*
경상북도,울진군,기초,남자,65-69세,51,*,*,7,15,5,*,*,*,5
경상북도,울진군,기초,남자,70-74세,35,*,*,7,9,*,*,*,5,*
경상북도,울진군,기초,남자,75-79세,25,0,*,*,12,*,*,*,*,0
경상북도,울진군,기초,남자,80-84세,27,0,0,6,11,0,0,*,*,*
경상북도,울진군,기초,남자,85세이상,13,0,*,5,*,*,0,0,0,0
경상북도,울진군,기초,여자,65세미만,12,*,0,*,*,*,*,*,*,0
경상북도,울진군,기초,여자,65-69세,29,0,*,5,7,*,*,5,*,*
경상북도,울진군,기초,여자,70-74세,46,0,*,5,22,*,0,*,5,*
경상북도,울진군,기초,여자,75-79세,51,0,*,*,30,*,*,*,*,0
경상북도,울진군,기초,여자,80-84세,84,*,*,17,40,*,0,6,*,*
경상북도,울진군,기초,여자,85세이상,114,0,8,41,46,9,0,*,*,0
경상북도,울진군,의료,남자,75-79세,*,0,0,*,0,0,0,0,0,0
경상북도,울진군,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
경상북도,울진군,의료,여자,70-74세,*,0,0,0,0,0,0,*,0,0
경상북도,울진군,의료,여자,75-79세,*,0,0,*,0,0,0,0,0,0
경상북도,울진군,의료,여자,80-84세,*,0,0,0,*,0,0,0,0,0
경상북도,울진군,의료,여자,85세이상,15,0,*,*,12,0,0,0,0,0
경상북도,울진군,감경,남자,65세미만,5,0,0,*,*,0,*,0,0,0
경상북도,울진군,감경,남자,65-69세,21,0,*,*,11,*,*,0,*,0
경상북도,울진군,감경,남자,70-74세,40,*,*,13,16,*,0,*,0,0
경상북도,울진군,감경,남자,75-79세,51,*,*,14,28,5,0,0,0,0
경상북도,울진군,감경,남자,80-84세,84,*,5,21,45,7,*,0,0,0
경상북도,울진군,감경,남자,85세이상,134,*,7,34,78,7,0,0,0,0
경상북도,울진군,감경,여자,65세미만,8,0,0,*,*,0,0,0,0,0
경상북도,울진군,감경,여자,65-69세,27,0,0,7,12,*,0,*,*,0
경상북도,울진군,감경,여자,70-74세,65,*,*,14,28,5,*,0,5,0
경상북도,울진군,감경,여자,75-79세,109,*,5,26,54,6,*,0,0,0
경상북도,울진군,감경,여자,80-84세,291,9,23,72,134,25,*,*,*,*
경상북도,울진군,감경,여자,85세이상,585,18,33,171,310,37,*,*,0,0
경상북도,울릉군,일반,남자,65세미만,0,0,0,0,0,0,0,0,0,0
경상북도,울릉군,일반,남자,65-69세,*,0,0,0,0,0,0,0,0,*
경상북도,울릉군,일반,남자,70-74세,*,0,0,0,0,*,0,*,*,0
경상북도,울릉군,일반,남자,75-79세,5,0,0,*,0,*,0,*,0,*
경상북도,울릉군,일반,남자,80-84세,5,0,0,*,*,0,0,0,0,*
경상북도,울릉군,일반,남자,85세이상,10,0,0,*,5,0,0,0,0,0
경상북도,울릉군,일반,여자,65세미만,*,0,0,0,0,0,0,0,0,*
경상북도,울릉군,일반,여자,65-69세,5,0,0,0,0,*,0,0,*,*
경상북도,울릉군,일반,여자,70-74세,*,0,0,*,0,0,0,0,*,*
경상북도,울릉군,일반,여자,75-79세,*,0,0,0,*,*,0,0,0,*
경상북도,울릉군,일반,여자,80-84세,9,0,*,*,*,0,0,0,*,*
경상북도,울릉군,일반,여자,85세이상,18,0,5,*,5,*,0,*,*,0
경상북도,울릉군,기초,남자,65-69세,*,0,0,0,0,0,0,0,0,*
경상북도,울릉군,기초,남자,70-74세,*,0,0,0,*,0,0,0,0,0
경상북도,울릉군,기초,남자,75-79세,0,0,0,0,0,0,0,0,0,0
경상북도,울릉군,기초,남자,80-84세,*,0,0,0,0,0,0,0,0,*
경상북도,울릉군,기초,남자,85세이상,*,0,0,0,*,0,0,0,0,0
경상북도,울릉군,기초,여자,65세미만,*,0,0,0,*,0,0,0,0,0
경상북도,울릉군,기초,여자,70-74세,0,0,0,0,0,0,0,0,0,0
경상북도,울릉군,기초,여자,75-79세,*,0,0,*,*,0,0,0,0,*
경상북도,울릉군,기초,여자,80-84세,*,0,0,*,*,0,0,*,0,*
경상북도,울릉군,기초,여자,85세이상,*,0,0,0,*,0,0,0,0,0
경상북도,울릉군,감경,남자,65세미만,*,0,0,0,0,0,0,0,*,0
경상북도,울릉군,감경,남자,70-74세,0,0,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,남자,75-79세,*,0,0,*,*,0,0,0,0,0
경상북도,울릉군,감경,남자,80-84세,5,0,0,*,*,*,*,0,0,0
경상북도,울릉군,감경,남자,85세이상,5,*,*,*,0,*,0,0,0,0
경상북도,울릉군,감경,여자,65세미만,*,0,0,*,0,0,0,0,0,0
경상북도,울릉군,감경,여자,65-69세,0,0,0,0,0,0,0,0,0,0
경상북도,울릉군,감경,여자,70-74세,*,*,0,0,0,*,0,0,0,0
경상북도,울릉군,감경,여자,75-79세,*,0,0,0,0,*,0,0,0,0
경상북도,울릉군,감경,여자,80-84세,7,0,*,0,*,*,*,0,0,0
경상북도,울릉군,감경,여자,85세이상,21,5,*,*,10,0,0,0,0,0
경상남도,창원시,일반,남자,65세미만,191,7,9,16,43,*,*,47,15,9
경상남도,창원시,일반,남자,65-69세,548,28,24,84,151,21,6,72,31,17
경상남도,창원시,일반,남자,70-74세,759,19,39,116,247,50,10,69,42,29
경상남도,창원시,일반,남자,75-79세,957,24,42,165,338,72,9,78,36,18
경상남도,창원시,일반,남자,80-84세,1050,21,34,177,408,87,16,76,34,17
경상남도,창원시,일반,남자,85세이상,1001,17,51,195,430,84,15,57,20,11
경상남도,창원시,일반,여자,65세미만,205,9,13,31,40,*,*,48,9,15
경상남도,창원시,일반,여자,65-69세,612,23,11,74,148,15,6,83,41,13
경상남도,창원시,일반,여자,70-74세,1030,19,26,109,271,66,28,138,60,14
경상남도,창원시,일반,여자,75-79세,1842,35,51,227,623,155,37,182,77,25
경상남도,창원시,일반,여자,80-84세,2521,69,122,393,996,222,26,161,81,20
경상남도,창원시,일반,여자,85세이상,2749,87,232,616,1151,190,18,108,36,9
경상남도,창원시,기초,남자,65세미만,289,8,18,34,94,21,*,41,19,17
경상남도,창원시,기초,남자,65-69세,516,8,17,42,178,46,25,41,40,30
경상남도,창원시,기초,남자,70-74세,368,8,17,31,144,43,11,24,23,14
경상남도,창원시,기초,남자,75-79세,248,*,6,24,104,26,10,16,14,11
경상남도,창원시,기초,남자,80-84세,195,5,7,24,87,26,*,8,10,*
경상남도,창원시,기초,남자,85세이상,142,*,5,33,66,12,0,*,*,*
경상남도,창원시,기초,여자,65세미만,151,*,5,17,47,9,*,23,12,6
경상남도,창원시,기초,여자,65-69세,393,10,14,49,115,30,6,43,36,18
경상남도,창원시,기초,여자,70-74세,486,11,21,52,195,44,9,39,26,7
경상남도,창원시,기초,여자,75-79세,587,17,38,82,241,53,9,28,25,9
경상남도,창원시,기초,여자,80-84세,751,30,38,138,345,83,10,23,14,*
경상남도,창원시,기초,여자,85세이상,858,30,99,217,366,59,9,12,*,*
경상남도,창원시,의료,남자,65세미만,*,0,0,0,*,0,0,*,*,0
경상남도,창원시,의료,남자,65-69세,11,*,*,*,*,0,0,*,*,0
경상남도,창원시,의료,남자,70-74세,11,*,0,*,*,0,0,*,0,0
경상남도,창원시,의료,남자,75-79세,18,0,0,*,9,*,0,0,*,0
경상남도,창원시,의료,남자,80-84세,17,0,*,*,8,0,*,0,0,*
경상남도,창원시,의료,남자,85세이상,16,*,0,*,10,*,0,0,0,0
경상남도,창원시,의료,여자,65세미만,*,0,*,0,*,0,0,0,0,0
경상남도,창원시,의료,여자,65-69세,6,0,0,0,*,0,0,*,0,0
경상남도,창원시,의료,여자,70-74세,18,0,*,*,8,*,0,*,0,0
경상남도,창원시,의료,여자,75-79세,24,*,*,*,8,*,*,*,*,0
경상남도,창원시,의료,여자,80-84세,44,*,*,8,15,*,*,0,*,0
경상남도,창원시,의료,여자,85세이상,145,*,20,33,63,12,0,0,*,*
경상남도,창원시,감경,남자,65세미만,133,14,12,37,42,9,*,*,*,0
경상남도,창원시,감경,남자,65-69세,339,19,21,81,156,28,9,0,*,*
경상남도,창원시,감경,남자,70-74세,489,5,38,122,246,43,6,*,*,*
경상남도,창원시,감경,남자,75-79세,540,8,38,140,265,61,9,*,*,0
경상남도,창원시,감경,남자,80-84세,597,22,32,156,283,67,11,*,*,0
경상남도,창원시,감경,남자,85세이상,623,16,36,156,314,73,10,*,0,*
경상남도,창원시,감경,여자,65세미만,122,11,14,43,38,6,*,*,*,0
경상남도,창원시,감경,여자,65-69세,385,30,27,90,155,43,*,10,*,*
경상남도,창원시,감경,여자,70-74세,653,26,45,133,312,65,13,9,*,0
경상남도,창원시,감경,여자,75-79세,1136,40,58,238,581,118,24,8,*,*
경상남도,창원시,감경,여자,80-84세,2168,79,157,505,1098,211,23,6,*,0
경상남도,창원시,감경,여자,85세이상,3393,139,385,1007,1539,211,17,*,*,0
경상남도,진주시,일반,남자,65세미만,63,*,*,7,8,*,0,9,10,*
경상남도,진주시,일반,남자,65-69세,201,*,11,27,53,9,*,39,12,10
경상남도,진주시,일반,남자,70-74세,275,*,10,43,93,24,*,31,12,12
경상남도,진주시,일반,남자,75-79세,407,7,16,69,127,46,10,32,22,8
경상남도,진주시,일반,남자,80-84세,478,6,17,85,161,63,11,36,16,8
경상남도,진주시,일반,남자,85세이상,467,7,21,80,199,56,13,23,12,5
경상남도,진주시,일반,여자,65세미만,71,5,*,13,7,5,0,17,5,6
경상남도,진주시,일반,여자,65-69세,207,6,9,15,28,10,5,36,26,10
경상남도,진주시,일반,여자,70-74세,375,9,13,41,107,20,8,48,25,14
경상남도,진주시,일반,여자,75-79세,736,8,20,92,233,76,20,81,42,10
경상남도,진주시,일반,여자,80-84세,1125,16,36,174,422,154,29,83,46,16
경상남도,진주시,일반,여자,85세이상,1259,29,78,288,511,138,11,35,20,10
경상남도,진주시,기초,남자,65세미만,139,6,7,24,39,18,7,18,*,5
경상남도,진주시,기초,남자,65-69세,223,*,7,23,75,18,5,31,17,9
경상남도,진주시,기초,남자,70-74세,150,*,7,13,71,18,*,7,*,6
경상남도,진주시,기초,남자,75-79세,114,0,5,13,43,19,7,8,7,*
경상남도,진주시,기초,남자,80-84세,72,0,*,6,23,22,*,*,*,*
경상남도,진주시,기초,남자,85세이상,38,0,*,7,15,11,*,*,*,0
경상남도,진주시,기초,여자,65세미만,88,*,8,14,18,10,*,6,11,7
경상남도,진주시,기초,여자,65-69세,163,0,14,15,54,21,6,11,7,8
경상남도,진주시,기초,여자,70-74세,155,*,*,20,62,18,*,16,9,*
경상남도,진주시,기초,여자,75-79세,223,7,11,33,83,35,5,9,12,*
경상남도,진주시,기초,여자,80-84세,308,7,20,51,147,50,5,10,*,*
경상남도,진주시,기초,여자,85세이상,371,10,34,94,189,23,*,*,0,*
경상남도,진주시,의료,남자,65세미만,*,0,0,0,0,0,0,0,0,0
경상남도,진주시,의료,남자,65-69세,*,0,0,0,*,0,0,0,0,0
경상남도,진주시,의료,남자,70-74세,*,0,0,0,0,0,0,0,0,*
경상남도,진주시,의료,남자,75-79세,*,0,0,*,*,0,0,0,0,*
경상남도,진주시,의료,남자,80-84세,*,*,0,0,*,*,0,0,0,0
경상남도,진주시,의료,남자,85세이상,*,0,0,*,*,0,0,0,0,0
경상남도,진주시,의료,여자,65-69세,*,0,0,0,0,0,0,*,0,0
경상남도,진주시,의료,여자,70-74세,*,0,0,*,*,0,0,0,*,0
경상남도,진주시,의료,여자,75-79세,9,0,0,5,*,*,*,0,0,0
경상남도,진주시,의료,여자,80-84세,13,0,*,*,8,*,0,0,0,0
경상남도,진주시,의료,여자,85세이상,56,*,*,19,24,5,0,0,0,0
경상남도,진주시,감경,남자,65세미만,55,*,*,11,27,5,0,0,0,0
경상남도,진주시,감경,남자,65-69세,114,7,5,21,56,11,*,0,*,0
경상남도,진주시,감경,남자,70-74세,155,*,9,45,68,16,*,0,*,0
경상남도,진주시,감경,남자,75-79세,212,7,8,61,88,30,5,*,*,0
경상남도,진주시,감경,남자,80-84세,276,7,11,65,136,45,*,0,0,*
경상남도,진주시,감경,남자,85세이상,309,*,18,79,163,39,*,0,0,0
경상남도,진주시,감경,여자,65세미만,50,7,6,5,15,7,*,*,*,0
경상남도,진주시,감경,여자,65-69세,119,8,8,26,55,13,*,*,*,0
경상남도,진주시,감경,여자,70-74세,238,7,14,51,112,28,9,*,0,0
경상남도,진주시,감경,여자,75-79세,482,12,26,93,248,63,14,*,*,0
경상남도,진주시,감경,여자,80-84세,1111,25,62,247,564,169,17,*,*,0
경상남도,진주시,감경,여자,85세이상,1854,67,157,581,868,142,8,*,0,0
경상남도,통영시,일반,남자,65세미만,14,*,0,*,*,*,0,*,*,*
경상남도,통영시,일반,남자,65-69세,53,*,*,10,6,*,*,8,6,7
경상남도,통영시,일반,남자,70-74세,86,*,*,14,17,6,*,14,5,*
경상남도,통영시,일반,남자,75-79세,118,*,*,17,31,12,*,16,6,*
경상남도,통영시,일반,남자,80-84세,134,0,8,16,39,16,*,13,12,5
경상남도,통영시,일반,남자,85세이상,128,0,5,23,49,12,*,8,11,*
경상남도,통영시,일반,여자,65세미만,21,*,*,*,*,0,*,6,0,*
경상남도,통영시,일반,여자,65-69세,79,*,*,*,9,5,0,19,15,*
경상남도,통영시,일반,여자,70-74세,104,*,0,11,19,9,*,18,9,*
경상남도,통영시,일반,여자,75-79세,201,*,*,21,52,29,*,28,15,*
경상남도,통영시,일반,여자,80-84세,334,7,9,43,106,41,12,45,17,6
경상남도,통영시,일반,여자,85세이상,349,8,22,74,137,33,*,19,8,*
경상남도,통영시,기초,남자,65세미만,67,*,*,12,18,12,*,11,*,6
경상남도,통영시,기초,남자,65-69세,123,0,*,12,41,20,*,11,7,13
경상남도,통영시,기초,남자,70-74세,80,*,*,7,26,17,*,10,*,*
경상남도,통영시,기초,남자,75-79세,55,0,*,7,16,9,*,*,*,*
경상남도,통영시,기초,남자,80-84세,36,0,*,*,10,12,*,*,0,*
경상남도,통영시,기초,남자,85세이상,35,0,*,*,17,7,0,*,0,0
경상남도,통영시,기초,여자,65세미만,27,0,*,8,7,*,*,*,0,0
경상남도,통영시,기초,여자,65-69세,60,*,5,10,17,8,0,5,6,*
경상남도,통영시,기초,여자,70-74세,96,*,0,13,41,14,*,8,*,0
경상남도,통영시,기초,여자,75-79세,115,*,9,20,37,16,*,10,7,*
경상남도,통영시,기초,여자,80-84세,140,*,6,25,60,28,*,*,*,*
경상남도,통영시,기초,여자,85세이상,169,*,19,51,77,13,0,0,*,0
경상남도,통영시,의료,남자,65-69세,*,0,0,0,0,0,0,0,0,0
경상남도,통영시,의료,남자,70-74세,*,0,0,*,0,0,0,0,0,0
경상남도,통영시,의료,남자,75-79세,8,0,*,0,*,*,0,*,0,0
경상남도,통영시,의료,남자,80-84세,*,0,*,*,*,0,0,0,0,0
경상남도,통영시,의료,남자,85세이상,5,0,0,*,*,0,0,*,*,0
경상남도,통영시,의료,여자,65세미만,*,0,0,0,0,0,0,*,0,0
경상남도,통영시,의료,여자,65-69세,0,0,0,0,0,0,0,0,0,0
경상남도,통영시,의료,여자,70-74세,0,0,0,0,0,0,0,0,0,0
경상남도,통영시,의료,여자,75-79세,7,0,0,*,*,0,0,0,*,0
경상남도,통영시,의료,여자,80-84세,8,0,0,*,*,0,0,0,0,0
경상남도,통영시,의료,여자,85세이상,30,*,*,*,16,*,*,*,0,0
경상남도,통영시,감경,남자,65세미만,10,*,*,5,*,*,0,0,0,0
경상남도,통영시,감경,남자,65-69세,36,*,*,10,13,*,*,*,*,0
경상남도,통영시,감경,남자,70-74세,63,*,*,14,24,16,0,*,0,0
경상남도,통영시,감경,남자,75-79세,104,*,5,26,41,23,*,*,0,0
경상남도,통영시,감경,남자,80-84세,107,*,*,26,50,19,*,0,0,0
경상남도,통영시,감경,남자,85세이상,145,*,11,27,78,24,0,*,*,0
경상남도,통영시,감경,여자,65세미만,16,0,*,*,6,0,*,*,0,0
경상남도,통영시,감경,여자,65-69세,45,*,*,10,16,9,0,*,*,*
경상남도,통영시,감경,여자,70-74세,112,*,7,18,47,22,6,0,*,0
경상남도,통영시,감경,여자,75-79세,202,6,10,49,87,31,5,*,*,0
경상남도,통영시,감경,여자,80-84세,399,12,19,92,198,60,*,0,0,*
경상남도,통영시,감경,여자,85세이상,637,22,51,174,306,71,0,*,*,0
경상남도,사천시,일반,남자,65세미만,22,0,*,*,*,0,*,6,*,*
경상남도,사천시,일반,남자,65-69세,61,*,*,8,15,*,0,*,9,*
경상남도,사천시,일반,남자,70-74세,111,*,*,13,34,8,*,10,10,5
경상남도,사천시,일반,남자,75-79세,118,*,8,11,39,17,*,9,*,5
경상남도,사천시,일반,남자,80-84세,182,0,8,28,68,24,*,9,10,*
경상남도,사천시,일반,남자,85세이상,217,*,8,37,93,44,*,7,*,*
경상남도,사천시,일반,여자,65세미만,18,0,0,*,*,*,0,*,*,*
경상남도,사천시,일반,여자,65-69세,75,0,*,7,14,*,*,14,7,*
경상남도,사천시,일반,여자,70-74세,125,*,*,7,28,12,*,17,15,*
경상남도,사천시,일반,여자,75-79세,331,*,*,31,95,49,8,42,16,6
경상남도,사천시,일반,여자,80-84세,487,*,15,64,185,76,15,25,12,*
경상남도,사천시,일반,여자,85세이상,545,10,24,116,238,71,8,17,12,0
경상남도,사천시,기초,남자,65세미만,68,*,5,14,14,6,*,*,6,5
경상남도,사천시,기초,남자,65-69세,86,0,*,7,23,13,5,9,7,7
경상남도,사천시,기초,남자,70-74세,78,0,*,11,15,18,5,7,7,*
경상남도,사천시,기초,남자,75-79세,51,*,*,6,23,8,*,*,*,*
경상남도,사천시,기초,남자,80-84세,38,0,*,7,13,11,*,*,0,*
경상남도,사천시,기초,남자,85세이상,30,*,*,5,13,9,*,0,0,0
경상남도,사천시,기초,여자,65세미만,31,*,*,5,5,*,0,*,*,*
경상남도,사천시,기초,여자,65-69세,51,0,*,11,16,10,*,*,*,*
경상남도,사천시,기초,여자,70-74세,93,0,*,11,43,18,*,*,6,*
경상남도,사천시,기초,여자,75-79세,95,*,*,12,39,14,*,6,5,*
경상남도,사천시,기초,여자,80-84세,176,*,7,21,86,32,5,*,*,*
경상남도,사천시,기초,여자,85세이상,190,7,16,50,82,21,*,*,0,0
경상남도,사천시,의료,남자,65세미만,*,0,*,0,0,0,0,0,0,0
경상남도,사천시,의료,남자,65-69세,0,0,0,0,0,0,0,0,0,0
경상남도,사천시,의료,남자,70-74세,*,0,0,*,*,0,0,0,0,0
경상남도,사천시,의료,남자,75-79세,*,0,0,0,*,0,0,0,0,0
경상남도,사천시,의료,남자,80-84세,*,0,0,0,*,0,0,0,0,0
경상남도,사천시,의료,남자,85세이상,*,0,0,*,*,0,0,0,0,0
경상남도,사천시,의료,여자,65-69세,*,0,0,*,0,0,0,0,0,0
경상남도,사천시,의료,여자,70-74세,*,0,0,0,0,*,0,0,0,0
경상남도,사천시,의료,여자,75-79세,*,*,*,*,0,*,0,0,0,0
경상남도,사천시,의료,여자,80-84세,8,0,*,*,*,*,0,*,0,0
경상남도,사천시,의료,여자,85세이상,34,*,6,7,11,*,*,0,0,0
경상남도,사천시,감경,남자,65세미만,20,*,*,*,6,5,0,0,0,0
경상남도,사천시,감경,남자,65-69세,48,*,*,7,21,6,*,*,0,*
경상남도,사천시,감경,남자,70-74세,84,*,7,11,42,10,6,0,0,0
경상남도,사천시,감경,남자,75-79세,116,*,*,23,50,28,*,0,*,0
경상남도,사천시,감경,남자,80-84세,137,*,7,28,56,33,5,0,0,0
경상남도,사천시,감경,남자,85세이상,181,*,7,39,89,33,6,0,*,0
경상남도,사천시,감경,여자,65세미만,22,*,*,10,5,*,0,*,0,0
경상남도,사천시,감경,여자,65-69세,36,0,*,5,17,7,*,*,*,0
경상남도,사천시,감경,여자,70-74세,124,*,*,26,50,25,*,*,*,0
경상남도,사천시,감경,여자,75-79세,228,11,9,47,88,50,7,*,0,0
경상남도,사천시,감경,여자,80-84세,482,7,18,89,241,89,10,*,0,0
경상남도,사천시,감경,여자,85세이상,896,15,69,260,399,129,7,0,0,0
경상남도,김해시,일반,남자,65세미만,80,*,*,11,9,*,*,16,8,6
경상남도,김해시,일반,남자,65-69세,262,11,8,35,61,12,5,41,13,10
경상남도,김해시,일반,남자,70-74세,301,8,15,49,82,17,*,43,11,8
경상남도,김해시,일반,남자,75-79세,351,11,24,44,112,34,5,36,20,5
경상남도,김해시,일반,남자,80-84세,462,7,22,100,159,34,10,31,15,6
경상남도,김해시,일반,남자,85세이상,404,8,20,69,166,39,*,24,14,*
경상남도,김해시,일반,여자,65세미만,92,5,*,10,11,*,0,24,5,*
경상남도,김해시,일반,여자,65-69세,264,10,12,22,50,14,*,57,19,10
경상남도,김해시,일반,여자,70-74세,488,10,18,61,121,29,6,73,38,11
경상남도,김해시,일반,여자,75-79세,856,17,20,124,261,80,20,100,40,11
경상남도,김해시,일반,여자,80-84세,1245,35,51,203,464,113,17,110,41,*
경상남도,김해시,일반,여자,85세이상,1295,55,118,286,517,92,*,46,18,*
