"연도","성별","연령대","응시지역","합격여부","학교소재지","응시자수"
"2020","남","40","서울특별시","합격","경상남도","1"
"2020","남","40","서울특별시","합격","서울특별시","278"
"2020","남","40","서울특별시","합격","수원","35"
"2020","남","40","서울특별시","합격","의정부","30"
"2020","남","40","서울특별시","합격","전북특별자치도","1"
"2020","남","40","서울특별시","합격","충청남도","1"
"2020","남","40","서울특별시","합격","충청북도","1"
"2020","남","50","서울특별시","결시","경상남도","1"
"2020","남","50","서울특별시","결시","경상북도","1"
"2020","남","50","서울특별시","결시","기타","1"
"2020","남","50","서울특별시","결시","대전광역시","1"
"2020","남","50","서울특별시","결시","서울특별시","55"
"2020","남","50","서울특별시","결시","수원","2"
"2020","남","50","서울특별시","결시","의정부","9"
"2020","남","50","서울특별시","결시","전북특별자치도","1"
"2020","남","50","서울특별시","불합격","대전광역시","1"
"2020","남","50","서울특별시","불합격","서울특별시","79"
"2020","남","50","서울특별시","불합격","수원","12"
"2020","남","50","서울특별시","불합격","의정부","8"
"2020","남","50","서울특별시","불합격","전북특별자치도","1"
"2020","남","50","서울특별시","합격","경상남도","1"
"2020","남","50","서울특별시","합격","서울특별시","770"
"2020","남","50","서울특별시","합격","세종특별자치시","1"
"2020","남","50","서울특별시","합격","수원","83"
"2020","남","50","서울특별시","합격","의정부","106"
"2020","남","50","서울특별시","합격","인천광역시","2"
"2020","남","50","서울특별시","합격","전라남도","1"
"2020","남","50","서울특별시","합격","전북특별자치도","1"
"2020","남","50","서울특별시","합격","충청남도","2"
"2020","남","60","서울특별시","결시","서울특별시","62"
"2020","남","60","서울특별시","결시","수원","9"
"2020","남","60","서울특별시","결시","의정부","7"
"2020","남","60","서울특별시","결시","전북특별자치도","1"
"2020","남","60","서울특별시","결시","제주특별자치도","1"
"2020","남","60","서울특별시","불합격","서울특별시","184"
"2020","남","60","서울특별시","불합격","수원","21"
"2020","남","60","서울특별시","불합격","의정부","19"
"2020","남","60","서울특별시","불합격","전라남도","1"
"2020","남","60","서울특별시","불합격","제주특별자치도","1"
"2020","남","60","서울특별시","불합격","충청남도","1"
"2020","남","60","서울특별시","합격","강원특별자치도","1"
"2020","남","60","서울특별시","합격","경상남도","1"
"2020","남","60","서울특별시","합격","기타","1"
"2020","남","60","서울특별시","합격","서울특별시","1323"
"2020","남","60","서울특별시","합격","수원","174"
"2020","남","60","서울특별시","합격","의정부","163"
"2020","남","60","서울특별시","합격","인천광역시","2"
"2020","남","60","서울특별시","합격","전라남도","1"
"2020","남","60","서울특별시","합격","전북특별자치도","1"
"2020","남","60","서울특별시","합격","충청남도","2"
"2020","남","60","서울특별시","합격","충청북도","1"
"2020","남","70","서울특별시","결시","서울특별시","16"
"2020","남","70","서울특별시","결시","수원","3"
"2020","남","70","서울특별시","결시","의정부","2"
"2020","남","70","서울특별시","불합격","서울특별시","131"
"2020","남","70","서울특별시","불합격","수원","20"
"2020","남","70","서울특별시","불합격","의정부","9"
"2020","남","70","서울특별시","합격","서울특별시","345"
"2020","남","70","서울특별시","합격","수원","53"
"2020","남","70","서울특별시","합격","의정부","38"
"2020","남","80","서울특별시","결시","서울특별시","7"
"2020","남","80","서울특별시","결시","수원","1"
"2020","남","80","서울특별시","불합격","서울특별시","45"
"2020","남","80","서울특별시","불합격","수원","3"
"2020","남","80","서울특별시","불합격","의정부","4"
"2020","남","80","서울특별시","합격","서울특별시","50"
"2020","남","80","서울특별시","합격","수원","5"
"2020","남","80","서울특별시","합격","의정부","5"
"2020","여","10","서울특별시","결시","서울특별시","1"
"2020","여","10","서울특별시","불합격","서울특별시","7"
"2020","여","10","서울특별시","합격","서울특별시","14"
"2020","여","20","서울특별시","결시","경상남도","1"
"2020","여","20","서울특별시","결시","기타","1"
"2020","여","20","서울특별시","결시","서울특별시","10"
"2020","여","20","서울특별시","결시","수원","1"
"2020","여","20","서울특별시","결시","전라남도","1"
"2020","여","20","서울특별시","불합격","서울특별시","14"
"2020","여","20","서울특별시","불합격","수원","4"
"2020","여","20","서울특별시","불합격","의정부","4"
"2020","여","20","서울특별시","불합격","충청남도","1"
"2020","여","20","서울특별시","합격","서울특별시","163"
"2020","여","20","서울특별시","합격","수원","21"
"2020","여","20","서울특별시","합격","의정부","18"
"2020","여","20","서울특별시","합격","인천광역시","1"
"2020","여","30","서울특별시","결시","서울특별시","37"
"2020","여","30","서울특별시","결시","수원","4"
"2020","여","30","서울특별시","결시","의정부","2"
"2020","여","30","서울특별시","결시","충청남도","1"
"2020","여","30","서울특별시","불합격","서울특별시","39"
"2020","여","30","서울특별시","불합격","수원","5"
"2020","여","30","서울특별시","불합격","의정부","4"
"2020","여","30","서울특별시","합격","경상남도","2"
"2020","여","30","서울특별시","합격","광주광역시","1"
"2020","여","30","서울특별시","합격","기타","2"
"2020","여","30","서울특별시","합격","서울특별시","599"
"2020","여","30","서울특별시","합격","수원","72"
"2020","여","30","서울특별시","합격","의정부","30"
"2020","여","30","서울특별시","합격","인천광역시","2"
"2020","여","30","서울특별시","합격","전라남도","1"
"2020","여","30","서울특별시","합격","충청남도","1"
"2020","여","30","서울특별시","합격","충청북도","1"
"2020","여","40","서울특별시","결시","경상남도","2"
"2020","여","40","서울특별시","결시","광주광역시","1"
"2020","여","40","서울특별시","결시","서울특별시","114"
"2020","여","40","서울특별시","결시","수원","16"
"2020","여","40","서울특별시","결시","의정부","5"
"2020","여","40","서울특별시","결시","전라남도","3"
"2020","여","40","서울특별시","결시","전북특별자치도","1"
"2020","여","40","서울특별시","결시","충청남도","2"
"2020","여","40","서울특별시","불합격","서울특별시","144"
"2020","여","40","서울특별시","불합격","수원","29"
"2020","여","40","서울특별시","불합격","의정부","12"
"2020","여","40","서울특별시","불합격","충청남도","2"
"2020","여","40","서울특별시","응시결격","의정부","1"
"2020","여","40","서울특별시","합격","강원특별자치도","3"
"2020","여","40","서울특별시","합격","경상남도","4"
"2020","여","40","서울특별시","합격","광주광역시","3"
"2020","여","40","서울특별시","합격","대전광역시","2"
"2020","여","40","서울특별시","합격","서울특별시","3000"
"2020","여","40","서울특별시","합격","수원","400"
"2020","여","40","서울특별시","합격","울산광역시","1"
"2020","여","40","서울특별시","합격","의정부","306"
"2020","여","40","서울특별시","합격","인천광역시","3"
"2020","여","40","서울특별시","합격","전라남도","7"
"2020","여","40","서울특별시","합격","전북특별자치도","1"
"2020","여","40","서울특별시","합격","충청남도","5"
"2020","여","50","서울특별시","결시","경상남도","2"
"2020","여","50","서울특별시","결시","광주광역시","1"
"2020","여","50","서울특별시","결시","기타","2"
"2020","여","50","서울특별시","결시","대전광역시","1"
"2020","여","50","서울특별시","결시","서울특별시","280"
"2020","여","50","서울특별시","결시","수원","66"
"2020","여","50","서울특별시","결시","의정부","34"
"2020","여","50","서울특별시","결시","전라남도","1"
"2020","여","50","서울특별시","불합격","강원특별자치도","1"
"2020","여","50","서울특별시","불합격","서울특별시","864"
"2020","여","50","서울특별시","불합격","수원","142"
"2020","여","50","서울특별시","불합격","의정부","71"
"2020","여","50","서울특별시","불합격","전라남도","6"
"2020","여","50","서울특별시","불합격","전북특별자치도","2"
"2020","여","50","서울특별시","불합격","충청남도","1"
"2020","여","50","서울특별시","응시결격","서울특별시","1"
"2020","여","50","서울특별시","합격","강원특별자치도","4"
"2020","여","50","서울특별시","합격","경상남도","18"
"2020","여","50","서울특별시","합격","경상북도","1"
"2020","여","50","서울특별시","합격","광주광역시","4"
"2020","여","50","서울특별시","합격","기타","1"
"2020","여","50","서울특별시","합격","대구광역시","1"
"2020","여","50","서울특별시","합격","서울특별시","8964"
"2020","여","50","서울특별시","합격","수원","1259"
"2020","여","50","서울특별시","합격","의정부","1037"
"2020","여","50","서울특별시","합격","인천광역시","4"
"2020","여","50","서울특별시","합격","전라남도","11"
"2020","여","50","서울특별시","합격","전북특별자치도","1"
"2020","여","50","서울특별시","합격","충청남도","2"
"2020","여","50","서울특별시","합격","충청북도","1"
"2020","여","60","서울특별시","결시","경상남도","3"
"2020","여","60","서울특별시","결시","경상북도","1"
"2020","여","60","서울특별시","결시","기타","3"
"2020","여","60","서울특별시","결시","대전광역시","1"
"2020","여","60","서울특별시","결시","서울특별시","313"
"2020","여","60","서울특별시","결시","수원","48"
"2020","여","60","서울특별시","결시","의정부","27"
"2020","여","60","서울특별시","결시","인천광역시","1"
"2020","여","60","서울특별시","불합격","경상남도","2"
"2020","여","60","서울특별시","불합격","광주광역시","2"
"2020","여","60","서울특별시","불합격","기타","1"
"2020","여","60","서울특별시","불합격","대전광역시","1"
"2020","여","60","서울특별시","불합격","서울특별시","1750"
"2020","여","60","서울특별시","불합격","수원","216"
"2020","여","60","서울특별시","불합격","의정부","130"
"2020","여","60","서울특별시","불합격","전라남도","4"
"2020","여","60","서울특별시","불합격","전북특별자치도","1"
"2020","여","60","서울특별시","불합격","충청남도","2"
"2020","여","60","서울특별시","응시결격","수원","2"
"2020","여","60","서울특별시","합격","강원특별자치도","3"
"2020","여","60","서울특별시","합격","경상남도","4"
"2020","여","60","서울특별시","합격","광주광역시","3"
"2020","여","60","서울특별시","합격","기타","1"
"2020","여","60","서울특별시","합격","대전광역시","1"
"2020","여","60","서울특별시","합격","부산광역시","1"
"2020","여","60","서울특별시","합격","서울특별시","7337"
"2020","여","60","서울특별시","합격","수원","901"
"2020","여","60","서울특별시","합격","의정부","726"
"2020","여","60","서울특별시","합격","전라남도","2"
"2020","여","60","서울특별시","합격","전북특별자치도","3"
"2020","여","60","서울특별시","합격","충청남도","1"
"2020","여","70","서울특별시","결시","서울특별시","54"
"2020","여","70","서울특별시","결시","수원","12"
"2020","여","70","서울특별시","결시","의정부","8"
"2020","여","70","서울특별시","결시","충청남도","1"
"2020","여","70","서울특별시","불합격","서울특별시","485"
"2020","여","70","서울특별시","불합격","수원","50"
"2020","여","70","서울특별시","불합격","의정부","39"
"2020","여","70","서울특별시","합격","서울특별시","793"
"2020","여","70","서울특별시","합격","수원","99"
"2020","여","70","서울특별시","합격","의정부","68"
"2020","여","80","서울특별시","결시","기타","1"
"2020","여","80","서울특별시","결시","서울특별시","8"
"2020","여","80","서울특별시","불합격","서울특별시","25"
"2020","여","80","서울특별시","불합격","수원","1"
"2020","여","80","서울특별시","불합격","의정부","5"
"2020","여","80","서울특별시","합격","서울특별시","22"
"2020","여","80","서울특별시","합격","수원","3"
"2020","여","80","서울특별시","합격","의정부","6"
"2020","남","20","세종특별자치시","결시","충청남도","1"
"2020","남","20","세종특별자치시","불합격","충청남도","6"
"2020","남","20","세종특별자치시","합격","세종특별자치시","1"
"2020","남","20","세종특별자치시","합격","충청남도","6"
"2020","남","20","세종특별자치시","합격","충청북도","1"
"2020","남","30","세종특별자치시","결시","충청남도","2"
"2020","남","30","세종특별자치시","불합격","충청남도","1"
"2020","남","30","세종특별자치시","합격","세종특별자치시","1"
"2020","남","30","세종특별자치시","합격","충청남도","11"
"2020","남","40","세종특별자치시","결시","대전광역시","1"
"2020","남","40","세종특별자치시","불합격","대전광역시","1"
"2020","남","40","세종특별자치시","불합격","충청남도","1"
"2020","남","40","세종특별자치시","합격","세종특별자치시","8"
"2020","남","40","세종특별자치시","합격","충청남도","26"
"2020","남","50","세종특별자치시","결시","충청남도","5"
"2020","남","50","세종특별자치시","불합격","충청남도","7"
"2020","남","50","세종특별자치시","합격","대전광역시","1"
"2020","남","50","세종특별자치시","합격","서울특별시","1"
"2020","남","50","세종특별자치시","합격","세종특별자치시","27"
"2020","남","50","세종특별자치시","합격","충청남도","68"
"2020","남","60","세종특별자치시","결시","세종특별자치시","1"
"2020","남","60","세종특별자치시","결시","충청남도","6"
"2020","남","60","세종특별자치시","불합격","세종특별자치시","7"
"2020","남","60","세종특별자치시","불합격","충청남도","12"
"2020","남","60","세종특별자치시","합격","대전광역시","1"
"2020","남","60","세종특별자치시","합격","세종특별자치시","48"
"2020","남","60","세종특별자치시","합격","전북특별자치도","1"
"2020","남","60","세종특별자치시","합격","충청남도","114"
"2020","남","70","세종특별자치시","결시","충청남도","2"
"2020","남","70","세종특별자치시","불합격","세종특별자치시","1"
"2020","남","70","세종특별자치시","불합격","충청남도","4"
"2020","남","70","세종특별자치시","합격","세종특별자치시","16"
"2020","남","70","세종특별자치시","합격","충청남도","18"
"2020","남","80","세종특별자치시","결시","충청남도","1"
"2020","남","80","세종특별자치시","불합격","세종특별자치시","3"
"2020","남","80","세종특별자치시","불합격","충청남도","4"
"2020","남","80","세종특별자치시","합격","세종특별자치시","2"
"2020","남","80","세종특별자치시","합격","충청남도","3"
"2020","여","20","세종특별자치시","불합격","세종특별자치시","2"
"2020","여","20","세종특별자치시","불합격","충청남도","2"
"2020","여","20","세종특별자치시","합격","대전광역시","1"
"2020","여","20","세종특별자치시","합격","세종특별자치시","3"
"2020","여","20","세종특별자치시","합격","충청남도","27"
"2020","여","30","세종특별자치시","결시","경상남도","1"
"2020","여","30","세종특별자치시","결시","대전광역시","1"
"2020","여","30","세종특별자치시","결시","충청남도","8"
"2020","여","30","세종특별자치시","불합격","세종특별자치시","2"
"2020","여","30","세종특별자치시","불합격","충청남도","9"
"2020","여","30","세종특별자치시","합격","경상남도","1"
"2020","여","30","세종특별자치시","합격","대전광역시","1"
"2020","여","30","세종특별자치시","합격","서울특별시","2"
"2020","여","30","세종특별자치시","합격","세종특별자치시","39"
"2020","여","30","세종특별자치시","합격","전라남도","1"
"2020","여","30","세종특별자치시","합격","충청남도","100"
"2020","여","40","세종특별자치시","결시","경상남도","1"
"2020","여","40","세종특별자치시","결시","세종특별자치시","1"
"2020","여","40","세종특별자치시","결시","충청남도","20"
"2020","여","40","세종특별자치시","결시","충청북도","2"
"2020","여","40","세종특별자치시","불합격","세종특별자치시","3"
"2020","여","40","세종특별자치시","불합격","충청남도","16"
"2020","여","40","세종특별자치시","불합격","충청북도","1"
"2020","여","40","세종특별자치시","합격","대전광역시","14"
"2020","여","40","세종특별자치시","합격","서울특별시","1"
"2020","여","40","세종특별자치시","합격","세종특별자치시","191"
"2020","여","40","세종특별자치시","합격","전라남도","1"
"2020","여","40","세종특별자치시","합격","충청남도","451"
"2020","여","40","세종특별자치시","합격","충청북도","8"
"2020","여","50","세종특별자치시","결시","기타","1"
"2020","여","50","세종특별자치시","결시","대전광역시","2"
"2020","여","50","세종특별자치시","결시","세종특별자치시","2"
"2020","여","50","세종특별자치시","결시","전북특별자치도","1"
"2020","여","50","세종특별자치시","결시","충청남도","31"
"2020","여","50","세종특별자치시","불합격","세종특별자치시","7"
"2020","여","50","세종특별자치시","불합격","충청남도","68"
"2020","여","50","세종특별자치시","응시결격","대전광역시","1"
"2020","여","50","세종특별자치시","응시결격","충청남도","1"
"2020","여","50","세종특별자치시","합격","경상남도","1"
"2020","여","50","세종특별자치시","합격","대전광역시","5"
"2020","여","50","세종특별자치시","합격","서울특별시","1"
"2020","여","50","세종특별자치시","합격","세종특별자치시","274"
"2020","여","50","세종특별자치시","합격","수원","1"
"2020","여","50","세종특별자치시","합격","전북특별자치도","1"
"2020","여","50","세종특별자치시","합격","충청남도","897"
"2020","여","50","세종특별자치시","합격","충청북도","4"
"2020","여","60","세종특별자치시","결시","세종특별자치시","1"
"2020","여","60","세종특별자치시","결시","충청남도","39"
"2020","여","60","세종특별자치시","불합격","대전광역시","3"
"2020","여","60","세종특별자치시","불합격","세종특별자치시","25"
"2020","여","60","세종특별자치시","불합격","충청남도","102"
"2020","여","60","세종특별자치시","합격","대전광역시","4"
"2020","여","60","세종특별자치시","합격","서울특별시","1"
"2020","여","60","세종특별자치시","합격","세종특별자치시","162"
"2020","여","60","세종특별자치시","합격","충청남도","511"
"2020","여","70","세종특별자치시","결시","충청남도","1"
"2020","여","70","세종특별자치시","불합격","세종특별자치시","6"
"2020","여","70","세종특별자치시","불합격","충청남도","15"
"2020","여","70","세종특별자치시","합격","세종특별자치시","17"
"2020","여","70","세종특별자치시","합격","충청남도","39"
"2020","여","80","세종특별자치시","불합격","세종특별자치시","2"
"2020","여","80","세종특별자치시","불합격","충청남도","2"
"2020","여","80","세종특별자치시","합격","세종특별자치시","1"
"2020","여","80","세종특별자치시","합격","충청남도","1"
"2020","남","10","순천","불합격","전라남도","1"
"2020","남","10","순천","합격","전라남도","2"
"2020","남","20","순천","결시","전라남도","3"
"2020","남","20","순천","불합격","전라남도","5"
"2020","남","20","순천","합격","전라남도","13"
"2020","남","30","순천","불합격","전라남도","4"
"2020","남","30","순천","합격","전라남도","6"
"2020","남","40","순천","결시","전라남도","4"
"2020","남","40","순천","불합격","전라남도","9"
"2020","남","40","순천","합격","전라남도","28"
"2020","남","50","순천","결시","전라남도","8"
"2020","남","50","순천","불합격","전라남도","7"
"2020","남","50","순천","합격","전라남도","64"
"2020","남","60","순천","결시","전라남도","11"
"2020","남","60","순천","불합격","전라남도","19"
"2020","남","60","순천","합격","광주광역시","1"
"2020","남","60","순천","합격","전라남도","107"
"2020","남","70","순천","결시","전라남도","2"
"2020","남","70","순천","불합격","광주광역시","1"
"2020","남","70","순천","불합격","전라남도","15"
"2020","남","70","순천","합격","전라남도","13"
"2020","남","80","순천","불합격","전라남도","2"
"2020","남","80","순천","합격","전라남도","1"
"2020","여","10","순천","불합격","전라남도","1"
"2020","여","20","순천","결시","전라남도","4"
"2020","여","20","순천","불합격","광주광역시","1"
"2020","여","20","순천","불합격","전라남도","7"
"2020","여","20","순천","합격","전라남도","23"
"2020","여","30","순천","결시","전라남도","10"
"2020","여","30","순천","불합격","광주광역시","2"
"2020","여","30","순천","불합격","전라남도","26"
"2020","여","30","순천","합격","경상남도","2"
"2020","여","30","순천","합격","서울특별시","1"
"2020","여","30","순천","합격","전라남도","122"
"2020","여","40","순천","결시","경상남도","4"
"2020","여","40","순천","결시","전라남도","42"
"2020","여","40","순천","결시","전북특별자치도","3"
"2020","여","40","순천","불합격","전라남도","68"
"2020","여","40","순천","불합격","전북특별자치도","1"
"2020","여","40","순천","합격","강원특별자치도","1"
"2020","여","40","순천","합격","경상남도","4"
"2020","여","40","순천","합격","광주광역시","1"
"2020","여","40","순천","합격","전라남도","614"
"2020","여","40","순천","합격","전북특별자치도","2"
"2020","여","50","순천","결시","경상남도","1"
"2020","여","50","순천","결시","전라남도","69"
"2020","여","50","순천","불합격","경상남도","3"
"2020","여","50","순천","불합격","전라남도","189"
"2020","여","50","순천","응시결격","전라남도","1"
"2020","여","50","순천","합격","경상남도","7"
"2020","여","50","순천","합격","광주광역시","3"
"2020","여","50","순천","합격","서울특별시","1"
"2020","여","50","순천","합격","전라남도","974"
"2020","여","60","순천","결시","광주광역시","2"
"2020","여","60","순천","결시","전라남도","48"
"2020","여","60","순천","불합격","경상남도","2"
"2020","여","60","순천","불합격","전라남도","212"
"2020","여","60","순천","불합격","충청남도","1"
"2020","여","60","순천","합격","경상남도","2"
"2020","여","60","순천","합격","광주광역시","1"
"2020","여","60","순천","합격","서울특별시","1"
"2020","여","60","순천","합격","전라남도","428"
"2020","여","70","순천","결시","전라남도","10"
"2020","여","70","순천","불합격","부산광역시","1"
"2020","여","70","순천","불합격","전라남도","30"
"2020","여","70","순천","합격","광주광역시","3"
"2020","여","70","순천","합격","전라남도","35"
"2020","여","80","순천","합격","전라남도","2"
"2020","남","20","안동","결시","경상북도","1"
"2020","남","20","안동","불합격","경상북도","1"
"2020","남","20","안동","합격","경상북도","11"
"2020","남","30","안동","결시","경상북도","2"
"2020","남","30","안동","불합격","경상북도","6"
"2020","남","30","안동","합격","경상북도","18"
"2020","남","30","안동","합격","서울특별시","1"
"2020","남","40","안동","결시","경상북도","7"
"2020","남","40","안동","불합격","경상북도","7"
"2020","남","40","안동","합격","경상북도","34"
"2020","남","50","안동","결시","경상북도","4"
"2020","남","50","안동","불합격","경상북도","8"
"2020","남","50","안동","합격","경상북도","68"
"2020","남","50","안동","합격","충청북도","1"
"2020","남","60","안동","결시","경상북도","2"
"2020","남","60","안동","결시","충청북도","1"
"2020","남","60","안동","불합격","경상북도","11"
"2020","남","60","안동","합격","경상북도","121"
"2020","남","70","안동","결시","경상북도","3"
"2020","남","70","안동","불합격","경상북도","8"
"2020","남","70","안동","합격","경상북도","15"
"2020","남","80","안동","합격","경상북도","1"
"2020","여","20","안동","결시","경상북도","4"
"2020","여","20","안동","불합격","경상북도","16"
"2020","여","20","안동","불합격","충청북도","1"
"2020","여","20","안동","합격","강원특별자치도","1"
"2020","여","20","안동","합격","경상북도","19"
"2020","여","30","안동","결시","경상북도","8"
"2020","여","30","안동","불합격","경상북도","42"
"2020","여","30","안동","합격","경상북도","82"
"2020","여","30","안동","합격","충청북도","3"
"2020","여","40","안동","결시","경상남도","1"
"2020","여","40","안동","결시","경상북도","23"
"2020","여","40","안동","결시","충청북도","1"
"2020","여","40","안동","불합격","경상북도","39"
"2020","여","40","안동","불합격","충청북도","3"
"2020","여","40","안동","합격","강원특별자치도","2"
"2020","여","40","안동","합격","경상남도","5"
"2020","여","40","안동","합격","경상북도","442"
"2020","여","40","안동","합격","인천광역시","1"
"2020","여","40","안동","합격","충청북도","15"
"2020","여","50","안동","결시","경상남도","3"
"2020","여","50","안동","결시","경상북도","37"
"2020","여","50","안동","결시","충청북도","1"
"2020","여","50","안동","불합격","경상남도","1"
"2020","여","50","안동","불합격","경상북도","97"
"2020","여","50","안동","불합격","대구광역시","1"
"2020","여","50","안동","불합격","충청북도","4"
"2020","여","50","안동","응시결격","경상북도","1"
"2020","여","50","안동","합격","강원특별자치도","3"
"2020","여","50","안동","합격","경상남도","5"
"2020","여","50","안동","합격","경상북도","774"
"2020","여","50","안동","합격","대구광역시","1"
"2020","여","50","안동","합격","서울특별시","2"
"2020","여","50","안동","합격","전라남도","1"
"2020","여","50","안동","합격","충청북도","38"
"2020","여","60","안동","결시","경상남도","1"
"2020","여","60","안동","결시","경상북도","44"
"2020","여","60","안동","결시","대구광역시","2"
"2020","여","60","안동","불합격","경상북도","154"
"2020","여","60","안동","불합격","충청북도","7"
"2020","여","60","안동","합격","경상북도","615"
"2020","여","60","안동","합격","서울특별시","1"
"2020","여","60","안동","합격","충청남도","1"
"2020","여","60","안동","합격","충청북도","17"
"2020","여","70","안동","결시","경상북도","3"
"2020","여","70","안동","불합격","경상북도","29"
"2020","여","70","안동","합격","경상북도","30"
"2020","여","80","안동","불합격","경상북도","5"
"2020","남","10","여수","불합격","전라남도","1"
"2020","남","20","여수","합격","전라남도","6"
"2020","남","30","여수","결시","전라남도","1"
"2020","남","30","여수","합격","전라남도","4"
"2020","남","40","여수","결시","전라남도","3"
"2020","남","40","여수","불합격","전라남도","4"
"2020","남","40","여수","합격","전라남도","19"
"2020","남","50","여수","결시","전라남도","5"
"2020","남","50","여수","불합격","전라남도","11"
"2020","남","50","여수","합격","의정부","1"
"2020","남","50","여수","합격","전라남도","52"
"2020","남","60","여수","결시","전라남도","18"
"2020","남","60","여수","불합격","전라남도","20"
"2020","남","60","여수","합격","서울특별시","1"
"2020","남","60","여수","합격","전라남도","108"
"2020","남","70","여수","결시","전라남도","3"
"2020","남","70","여수","불합격","전라남도","18"
"2020","남","70","여수","합격","전라남도","21"
"2020","남","80","여수","불합격","전라남도","3"
"2020","남","80","여수","합격","전라남도","1"
"2020","여","10","여수","결시","전라남도","1"
"2020","여","10","여수","불합격","전라남도","7"
"2020","여","10","여수","합격","전라남도","7"
"2020","여","20","여수","결시","전라남도","3"
"2020","여","20","여수","불합격","전라남도","6"
"2020","여","20","여수","합격","전라남도","35"
"2020","여","30","여수","결시","전라남도","12"
"2020","여","30","여수","불합격","전라남도","18"
"2020","여","30","여수","합격","전라남도","107"
"2020","여","40","여수","결시","전라남도","45"
"2020","여","40","여수","불합격","전라남도","33"
"2020","여","40","여수","합격","전라남도","357"
"2020","여","50","여수","결시","전라남도","43"
"2020","여","50","여수","불합격","전라남도","94"
"2020","여","50","여수","불합격","충청남도","1"
"2020","여","50","여수","응시결격","전라남도","1"
"2020","여","50","여수","합격","전라남도","557"
"2020","여","60","여수","결시","전라남도","37"
"2020","여","60","여수","불합격","대전광역시","1"
"2020","여","60","여수","불합격","전라남도","145"
"2020","여","60","여수","합격","전라남도","277"
"2020","여","70","여수","결시","부산광역시","2"
"2020","여","70","여수","결시","전라남도","7"
"2020","여","70","여수","불합격","전라남도","38"
"2020","여","70","여수","합격","전라남도","27"
"2020","여","80","여수","불합격","전라남도","1"
"2020","여","80","여수","합격","전라남도","1"
"2020","남","20","울산광역시","결시","경상북도","1"
"2020","남","20","울산광역시","불합격","경상북도","2"
"2020","남","20","울산광역시","불합격","울산광역시","3"
"2020","남","20","울산광역시","합격","경상남도","1"
"2020","남","20","울산광역시","합격","경상북도","2"
"2020","남","20","울산광역시","합격","울산광역시","14"
"2020","남","30","울산광역시","결시","울산광역시","3"
"2020","남","30","울산광역시","불합격","울산광역시","5"
"2020","남","30","울산광역시","합격","경상북도","6"
"2020","남","30","울산광역시","합격","울산광역시","13"
"2020","남","40","울산광역시","결시","울산광역시","2"
"2020","남","40","울산광역시","불합격","경상북도","3"
"2020","남","40","울산광역시","불합격","울산광역시","2"
"2020","남","40","울산광역시","합격","경상북도","17"
"2020","남","40","울산광역시","합격","울산광역시","29"
"2020","남","50","울산광역시","결시","울산광역시","2"
"2020","남","50","울산광역시","불합격","경상북도","2"
"2020","남","50","울산광역시","불합격","울산광역시","6"
"2020","남","50","울산광역시","합격","경상남도","2"
"2020","남","50","울산광역시","합격","경상북도","36"
"2020","남","50","울산광역시","합격","울산광역시","83"
"2020","남","60","울산광역시","결시","경상북도","2"
"2020","남","60","울산광역시","결시","울산광역시","4"
"2020","남","60","울산광역시","불합격","경상남도","1"
"2020","남","60","울산광역시","불합격","경상북도","3"
"2020","남","60","울산광역시","불합격","울산광역시","28"
"2020","남","60","울산광역시","합격","경상남도","2"
"2020","남","60","울산광역시","합격","경상북도","66"
"2020","남","60","울산광역시","합격","울산광역시","214"
"2020","남","60","울산광역시","합격","전라남도","1"
"2020","남","70","울산광역시","결시","경상북도","1"
"2020","남","70","울산광역시","불합격","경상북도","7"
"2020","남","70","울산광역시","불합격","울산광역시","14"
"2020","남","70","울산광역시","합격","경상북도","20"
"2020","남","70","울산광역시","합격","울산광역시","32"
"2020","남","80","울산광역시","결시","경상북도","1"
"2020","남","80","울산광역시","불합격","울산광역시","6"
"2020","남","80","울산광역시","합격","울산광역시","2"
"2020","여","20","울산광역시","결시","경상북도","3"
"2020","여","20","울산광역시","불합격","경상북도","3"
"2020","여","20","울산광역시","불합격","울산광역시","2"
"2020","여","20","울산광역시","합격","경상북도","21"
"2020","여","20","울산광역시","합격","울산광역시","40"
"2020","여","30","울산광역시","결시","경상남도","1"
"2020","여","30","울산광역시","결시","경상북도","3"
"2020","여","30","울산광역시","결시","울산광역시","8"
"2020","여","30","울산광역시","불합격","경상남도","1"
"2020","여","30","울산광역시","불합격","경상북도","7"
"2020","여","30","울산광역시","불합격","기타","1"
"2020","여","30","울산광역시","불합격","울산광역시","19"
"2020","여","30","울산광역시","합격","경상남도","1"
"2020","여","30","울산광역시","합격","경상북도","64"
"2020","여","30","울산광역시","합격","수원","1"
"2020","여","30","울산광역시","합격","울산광역시","191"
"2020","여","40","울산광역시","결시","경상남도","2"
"2020","여","40","울산광역시","결시","경상북도","12"
"2020","여","40","울산광역시","결시","기타","1"
"2020","여","40","울산광역시","결시","울산광역시","27"
"2020","여","40","울산광역시","결시","충청남도","1"
"2020","여","40","울산광역시","불합격","경상북도","13"
"2020","여","40","울산광역시","불합격","울산광역시","42"
"2020","여","40","울산광역시","합격","경상남도","4"
"2020","여","40","울산광역시","합격","경상북도","392"
"2020","여","40","울산광역시","합격","광주광역시","1"
"2020","여","40","울산광역시","합격","서울특별시","1"
"2020","여","40","울산광역시","합격","울산광역시","934"
"2020","여","40","울산광역시","합격","전라남도","2"
