장기요양기관코드,기관유형코드,기관유형명,정원,현원
24775000017,B04,재가노인복지시설 단기보호,2,2
24775000023,B01,재가노인복지시설 방문요양,0,53
24775000025,B03,재가노인복지시설 주야간보호,42,36
24775000025,B02,재가노인복지시설 방문목욕,0
24775000025,B01,재가노인복지시설 방문요양,0,46
24775000035,B03,재가노인복지시설 주야간보호,30,30
24775000037,B01,재가노인복지시설 방문요양,0,23
24775000039,B01,재가노인복지시설 방문요양,0,0
24776000017,B03,재가노인복지시설 주야간보호,24,0
24776000017,B01,재가노인복지시설 방문요양,100,0
24776000020,B01,재가노인복지시설 방문요양,0,41
24776000029,B03,재가노인복지시설 주야간보호,5,5
24776000030,B03,재가노인복지시설 주야간보호,30,30
24776000033,B01,재가노인복지시설 방문요양,0,7
24776000037,B03,재가노인복지시설 주야간보호,35,33
24776000037,B01,재가노인복지시설 방문요양,0
24776000037,B02,재가노인복지시설 방문목욕,0
24777000004,B04,재가노인복지시설 단기보호,14,14
24777000047,B03,재가노인복지시설 주야간보호,24,23
24777000063,B02,재가노인복지시설 방문목욕,0
24777000063,B01,재가노인복지시설 방문요양,0,72
24777000064,B03,재가노인복지시설 주야간보호,35,33
24777000065,B01,재가노인복지시설 방문요양,0,17
24777000066,B03,재가노인복지시설 주야간보호,53,31
24777000067,B01,재가노인복지시설 방문요양,0,28
24777000068,B03,재가노인복지시설 주야간보호,42,41
24777000069,B03,재가노인복지시설 주야간보호,53,38
24777000070,B01,재가노인복지시설 방문요양,0,24
24777000071,B01,재가노인복지시설 방문요양,0
24777000074,B03,재가노인복지시설 주야간보호,35,36
24782000002,B04,재가노인복지시설 단기보호,22,22
24782000003,B03,재가노인복지시설 주야간보호,36,27
24782000004,B03,재가노인복지시설 주야간보호,9,0
24782000006,B03,재가노인복지시설 주야간보호,,24
24782000089,B01,재가노인복지시설 방문요양,0,0
24782000089,B03,재가노인복지시설 주야간보호,24,23
24782000089,B02,재가노인복지시설 방문목욕,0
24782000089,H31,주야간보호내치매전담1실,25,20
24782000108,B03,재가노인복지시설 주야간보호,38,37
24782000108,H31,주야간보호내치매전담1실,16,16
24782000111,B01,재가노인복지시설 방문요양,0,10
24782000112,B01,재가노인복지시설 방문요양,0,31
24782000113,B01,재가노인복지시설 방문요양,0,0
24782000113,B02,재가노인복지시설 방문목욕,0,0
24782000114,B03,재가노인복지시설 주야간보호,28,23
24782000120,B03,재가노인복지시설 주야간보호,20,3
24782000123,B01,재가노인복지시설 방문요양,0,51
24782000123,B03,재가노인복지시설 주야간보호,39,33
24782000124,B03,재가노인복지시설 주야간보호,28,26
24782000126,B02,재가노인복지시설 방문목욕,0
24782000126,B01,재가노인복지시설 방문요양,0,7
24783000058,B01,재가노인복지시설 방문요양,0,25
24783000059,B01,재가노인복지시설 방문요양,0,5
24783000059,B03,재가노인복지시설 주야간보호,21,20
24783000060,B06,재가노인복지시설 복지용구,0
24783000061,B01,재가노인복지시설 방문요양,0,8
24783000061,B03,재가노인복지시설 주야간보호,21,13
24783000063,B03,재가노인복지시설 주야간보호,15,14
24783000063,B02,재가노인복지시설 방문목욕,0,0
24783000063,B01,재가노인복지시설 방문요양,0
24783000065,B03,재가노인복지시설 주야간보호,31,23
24784000006,B03,재가노인복지시설 주야간보호,21,20
24784000008,B03,재가노인복지시설 주야간보호,,0
24784000037,B02,재가노인복지시설 방문목욕,0
24784000037,B01,재가노인복지시설 방문요양,0
24784000037,B03,재가노인복지시설 주야간보호,24,21
24784000069,B03,재가노인복지시설 주야간보호,24,24
24784000070,B03,재가노인복지시설 주야간보호,29,29
24784000071,B03,재가노인복지시설 주야간보호,32,28
24784000072,B03,재가노인복지시설 주야간보호,62,43
24784000074,B03,재가노인복지시설 주야간보호,12,11
24784000077,B01,재가노인복지시설 방문요양,0
24784000078,B01,재가노인복지시설 방문요양,0,48
24784000079,B01,재가노인복지시설 방문요양,0
24784000079,B02,재가노인복지시설 방문목욕,0
24784000085,B01,재가노인복지시설 방문요양,0,10
24784000088,B03,재가노인복지시설 주야간보호,42,42
24784000089,B06,재가노인복지시설 복지용구,0
24784000090,B01,재가노인복지시설 방문요양,0,0
24784000090,B02,재가노인복지시설 방문목욕,0
24784000091,B01,재가노인복지시설 방문요양,0
24785000013,B03,재가노인복지시설 주야간보호,13,12
24785000170,B03,재가노인복지시설 주야간보호,24
24785000170,B01,재가노인복지시설 방문요양,0,132
24785000172,B01,재가노인복지시설 방문요양,0
24785000172,B03,재가노인복지시설 주야간보호,45,36
24785000173,B01,재가노인복지시설 방문요양,0
24785000173,B02,재가노인복지시설 방문목욕,0
24785000175,B01,재가노인복지시설 방문요양,0,25
24785000175,B02,재가노인복지시설 방문목욕,0
24785000176,B01,재가노인복지시설 방문요양,0
24785000176,B02,재가노인복지시설 방문목욕,0
24785000176,B03,재가노인복지시설 주야간보호,24,2
24785000177,B01,재가노인복지시설 방문요양,0,16
24785000178,B01,재가노인복지시설 방문요양,0,9
24785000180,B01,재가노인복지시설 방문요양,0
24785000180,B02,재가노인복지시설 방문목욕,0
24785000181,B01,재가노인복지시설 방문요양,0,10
24785000181,B02,재가노인복지시설 방문목욕,0,1
24785000183,B03,재가노인복지시설 주야간보호,38,34
24785000184,B03,재가노인복지시설 주야간보호,25
24785000184,B01,재가노인복지시설 방문요양,0,32
24785000185,B03,재가노인복지시설 주야간보호,49,0
24785000186,B01,재가노인복지시설 방문요양,0,5
24785000187,B01,재가노인복지시설 방문요양,0,2
24785000188,B02,재가노인복지시설 방문목욕,0
24785000188,B01,재가노인복지시설 방문요양,0
24785000189,B03,재가노인복지시설 주야간보호,49,31
24785000191,B03,재가노인복지시설 주야간보호,42,14
24785000192,B01,재가노인복지시설 방문요양,0
24785000192,B02,재가노인복지시설 방문목욕,0
24785000193,B02,재가노인복지시설 방문목욕,0,11
24785000193,B01,재가노인복지시설 방문요양,0,13
24785000195,B01,재가노인복지시설 방문요양,0,0
24790000003,B03,재가노인복지시설 주야간보호,14,14
24790000038,B03,재가노인복지시설 주야간보호,9,9
24790000054,B03,재가노인복지시설 주야간보호,9,12
24790000351,B03,재가노인복지시설 주야간보호,14,15
24790000351,B01,재가노인복지시설 방문요양,0,57
24790000368,H31,주야간보호내치매전담1실,25,25
24790000368,B03,재가노인복지시설 주야간보호,27,0
24790000369,B01,재가노인복지시설 방문요양,0
24790000370,B03,재가노인복지시설 주야간보호,11,13
24790000373,B01,재가노인복지시설 방문요양,0,15
24790000373,B06,재가노인복지시설 복지용구,0,41
24790000374,B01,재가노인복지시설 방문요양,0
24790000374,B03,재가노인복지시설 주야간보호,24,15
24790000375,B02,재가노인복지시설 방문목욕,0,3
24790000375,B01,재가노인복지시설 방문요양,0,20
24790000376,B01,재가노인복지시설 방문요양,0,72
24790000377,B01,재가노인복지시설 방문요양,0
24790000377,B03,재가노인복지시설 주야간보호,50,25
24790000380,B01,재가노인복지시설 방문요양,0,25
24792000013,B01,재가노인복지시설 방문요양,0,7
24792000013,B03,재가노인복지시설 주야간보호,10,8
24792000013,B02,재가노인복지시설 방문목욕,0,13
24792000013,B04,재가노인복지시설 단기보호,5,5
24792000025,B03,재가노인복지시설 주야간보호,0,0
24792000025,H31,주야간보호내치매전담1실,24,25
24792000025,B02,재가노인복지시설 방문목욕,0,0
24792000025,B01,재가노인복지시설 방문요양,0,0
24792000029,B01,재가노인복지시설 방문요양,0,15
24792000029,B03,재가노인복지시설 주야간보호,18,10
24792000033,B03,재가노인복지시설 주야간보호,30,3
24792000045,B01,재가노인복지시설 방문요양,0,93
24792000046,B01,재가노인복지시설 방문요양,0,1
24792000048,B01,재가노인복지시설 방문요양,0,30
24792000049,B01,재가노인복지시설 방문요양,0,12
24793000002,B01,재가노인복지시설 방문요양,0,70
24793000008,B02,재가노인복지시설 방문목욕
24793000008,B01,재가노인복지시설 방문요양
24793000008,B03,재가노인복지시설 주야간보호,,13
24793000012,B03,재가노인복지시설 주야간보호,10,10
24793000050,B01,재가노인복지시설 방문요양,0,111
24793000050,B02,재가노인복지시설 방문목욕,0,56
24793000050,B03,재가노인복지시설 주야간보호,43,35
24793000063,B03,재가노인복지시설 주야간보호,28,17
24793000063,B01,재가노인복지시설 방문요양,14,18
24793000067,B01,재가노인복지시설 방문요양,0
24793000067,B03,재가노인복지시설 주야간보호,43,25
24793000068,B03,재가노인복지시설 주야간보호,36,23
24793000068,H31,주야간보호내치매전담1실,6,0
24793000069,B03,재가노인복지시설 주야간보호,40,40
24793000072,B01,재가노인복지시설 방문요양,0,76
24793000073,B02,재가노인복지시설 방문목욕,0,0
24793000073,B01,재가노인복지시설 방문요양,0,0
24793000076,B02,재가노인복지시설 방문목욕,0,57
24793000076,B01,재가노인복지시설 방문요양,0,66
24793000077,B01,재가노인복지시설 방문요양,0,0
24793000077,B03,재가노인복지시설 주야간보호,30,15
24793000080,B03,재가노인복지시설 주야간보호,65,43
24793000080,B02,재가노인복지시설 방문목욕,0,58
24793000080,B01,재가노인복지시설 방문요양,0,101
24793000081,B06,재가노인복지시설 복지용구,0,2
24793000082,B01,재가노인복지시설 방문요양,0,1
24793000082,B03,재가노인복지시설 주야간보호,30,30
24793000083,B03,재가노인복지시설 주야간보호,37,26
24793000084,B02,재가노인복지시설 방문목욕,0,0
24793000084,B05,재가노인복지시설 방문간호,0,2
24793000084,B01,재가노인복지시설 방문요양,0,3
24811000008,B02,재가노인복지시설 방문목욕,0,0
24811000008,B03,재가노인복지시설 주야간보호,70,20
24811000008,B01,재가노인복지시설 방문요양,0,0
24811000021,B03,재가노인복지시설 주야간보호,28,9
24811000027,B03,재가노인복지시설 주야간보호,10,2
24811000030,B03,재가노인복지시설 주야간보호,15,16
24811000030,B01,재가노인복지시설 방문요양,0,2
24811000031,B03,재가노인복지시설 주야간보호,10,9
24811000031,B01,재가노인복지시설 방문요양,0,34
24811000032,B01,재가노인복지시설 방문요양,0,25
24811000033,B01,재가노인복지시설 방문요양,80,8
24811000033,B03,재가노인복지시설 주야간보호,9,9
24811000034,B03,재가노인복지시설 주야간보호,9,5
24811000041,B04,재가노인복지시설 단기보호,14,3
24811000044,B04,재가노인복지시설 단기보호,8,0
24811000045,B05,재가노인복지시설 방문간호,0,18
24811000045,B01,재가노인복지시설 방문요양,0,21
24811000045,B02,재가노인복지시설 방문목욕,0
24811000045,B03,재가노인복지시설 주야간보호,63,56
24811000058,B03,재가노인복지시설 주야간보호,5,0
24811000063,B03,재가노인복지시설 주야간보호,10,0
24811000063,B04,재가노인복지시설 단기보호,5,0
24811000118,B03,재가노인복지시설 주야간보호,10,0
24811000118,B04,재가노인복지시설 단기보호,18,7
24812000200,B01,재가노인복지시설 방문요양,0,31
24812000302,B04,재가노인복지시설 단기보호,,3
24812000359,B01,재가노인복지시설 방문요양,0,0
24812000359,B03,재가노인복지시설 주야간보호,24,24
24812000359,B02,재가노인복지시설 방문목욕,0
24812000415,B01,재가노인복지시설 방문요양,0
24812000415,B03,재가노인복지시설 주야간보호,45,37
24812000424,B03,재가노인복지시설 주야간보호,21,19
24812000424,B01,재가노인복지시설 방문요양,0,52
24812000424,B02,재가노인복지시설 방문목욕,0
24812000435,B02,재가노인복지시설 방문목욕,0,14
24812000435,B01,재가노인복지시설 방문요양,0,30
24812000435,B03,재가노인복지시설 주야간보호,47,41
24812000437,B02,재가노인복지시설 방문목욕,0
24812000437,B01,재가노인복지시설 방문요양,0
24812000437,B03,재가노인복지시설 주야간보호,70,67
24812000446,B01,재가노인복지시설 방문요양,0,0
24812000446,B03,재가노인복지시설 주야간보호,47,45
24812000458,B03,재가노인복지시설 주야간보호,26,18
24812000466,B03,재가노인복지시설 주야간보호,78,63
24812000475,B01,재가노인복지시설 방문요양,0,1
24812000475,B03,재가노인복지시설 주야간보호,46,46
24812000487,B03,재가노인복지시설 주야간보호,48,39
24812000487,B01,재가노인복지시설 방문요양,0
24812000493,B02,재가노인복지시설 방문목욕,0,18
24812000493,B01,재가노인복지시설 방문요양,0,16
24812000493,B03,재가노인복지시설 주야간보호,40,40
24812000505,B01,재가노인복지시설 방문요양,0
24812000505,B03,재가노인복지시설 주야간보호,36,34
24812000505,B02,재가노인복지시설 방문목욕,0
24812000530,B03,재가노인복지시설 주야간보호,48,43
24812000543,B03,재가노인복지시설 주야간보호,9
24812000590,B01,재가노인복지시설 방문요양,0,51
24812000591,B01,재가노인복지시설 방문요양,0,35
24812000593,B03,재가노인복지시설 주야간보호,8,8
24812000593,B01,재가노인복지시설 방문요양,0,24
24812000594,B02,재가노인복지시설 방문목욕,0,7
24812000594,B01,재가노인복지시설 방문요양,0,34
24812000596,B02,재가노인복지시설 방문목욕,0
24812000596,B01,재가노인복지시설 방문요양,0
24812000603,B03,재가노인복지시설 주야간보호,9,6
24812000604,B03,재가노인복지시설 주야간보호,27,28
24812000605,B03,재가노인복지시설 주야간보호,55,43
24812000607,B03,재가노인복지시설 주야간보호,27,12
24812000608,B01,재가노인복지시설 방문요양,0,16
24812000609,B01,재가노인복지시설 방문요양,0,42
24812000612,B03,재가노인복지시설 주야간보호,9,8
24812000614,B03,재가노인복지시설 주야간보호,48,42
24812000616,B01,재가노인복지시설 방문요양,0
24812000617,B01,재가노인복지시설 방문요양,0
24812000618,B03,재가노인복지시설 주야간보호,26,22
24812000618,B02,재가노인복지시설 방문목욕,0
24812000618,B01,재가노인복지시설 방문요양,0,11
24812000619,B02,재가노인복지시설 방문목욕,0
24812000619,B01,재가노인복지시설 방문요양,0
24812000620,B01,재가노인복지시설 방문요양,0,8
24812000621,B01,재가노인복지시설 방문요양,14
24812000621,B02,재가노인복지시설 방문목욕,10
24812000622,B01,재가노인복지시설 방문요양,30,30
24812000624,B05,재가노인복지시설 방문간호,0,32
24812000624,B02,재가노인복지시설 방문목욕,0,9
24812000624,B01,재가노인복지시설 방문요양,0,36
24812000626,B02,재가노인복지시설 방문목욕,0,0
24812000626,B01,재가노인복지시설 방문요양,0,15
24812000628,B02,재가노인복지시설 방문목욕,0
24812000628,B01,재가노인복지시설 방문요양,0,23
24812000629,B02,재가노인복지시설 방문목욕,0
24812000629,B01,재가노인복지시설 방문요양,0,7
24812000631,B03,재가노인복지시설 주야간보호,36,33
24812000632,B01,재가노인복지시설 방문요양,0
24812000632,B03,재가노인복지시설 주야간보호,35,34
24812000633,B03,재가노인복지시설 주야간보호,70,61
24812000633,B02,재가노인복지시설 방문목욕,0
24812000633,B01,재가노인복지시설 방문요양,0
24812000634,B01,재가노인복지시설 방문요양,0,24
24812000634,B02,재가노인복지시설 방문목욕,0
24812000637,B02,재가노인복지시설 방문목욕,0
24812000637,B01,재가노인복지시설 방문요양,0
24812000638,B01,재가노인복지시설 방문요양,0,30
24812000638,B02,재가노인복지시설 방문목욕,0,1
24812000640,B06,재가노인복지시설 복지용구,0
24812000642,B03,재가노인복지시설 주야간보호,60,30
24812000643,B02,재가노인복지시설 방문목욕,0
24812000643,B01,재가노인복지시설 방문요양,0,7
24812000644,B01,재가노인복지시설 방문요양,0,42
24812000644,B02,재가노인복지시설 방문목욕,0,0
24812000645,B01,재가노인복지시설 방문요양,0,13
24812000646,B01,재가노인복지시설 방문요양,0,10
24812000646,B02,재가노인복지시설 방문목욕,0
24812000648,B01,재가노인복지시설 방문요양,0,5
24812000650,B01,재가노인복지시설 방문요양,0
24812000650,B02,재가노인복지시설 방문목욕,0
24812000651,B01,재가노인복지시설 방문요양,0,18
24812000651,B02,재가노인복지시설 방문목욕,0
24812000652,B01,재가노인복지시설 방문요양,0
24812000655,B01,재가노인복지시설 방문요양,0,14
24812000655,B02,재가노인복지시설 방문목욕,0
24812000656,B03,재가노인복지시설 주야간보호,29,24
24812000657,B02,재가노인복지시설 방문목욕,0
24812000657,B01,재가노인복지시설 방문요양,0
24812000659,B01,재가노인복지시설 방문요양,0
24812000659,B02,재가노인복지시설 방문목욕,0
24812000660,B02,재가노인복지시설 방문목욕,0
24812000660,B01,재가노인복지시설 방문요양,0,22
24812000662,B01,재가노인복지시설 방문요양,0,32
24812000663,B01,재가노인복지시설 방문요양,0,3
24812000663,B02,재가노인복지시설 방문목욕,0
24812000666,B01,재가노인복지시설 방문요양,0,29
24812000668,B01,재가노인복지시설 방문요양,0,0
24812000669,B01,재가노인복지시설 방문요양,0
24812000670,B01,재가노인복지시설 방문요양,0,20
24812000671,B01,재가노인복지시설 방문요양,0,56
24812000672,B01,재가노인복지시설 방문요양,0
24812000673,B01,재가노인복지시설 방문요양,0
24812000674,B03,재가노인복지시설 주야간보호,33,24
24812000674,B01,재가노인복지시설 방문요양,0
24812000674,B05,재가노인복지시설 방문간호,0
24812000674,B02,재가노인복지시설 방문목욕,0
24812000675,B01,재가노인복지시설 방문요양,0
24812000676,B01,재가노인복지시설 방문요양,0,34
24812000677,B01,재가노인복지시설 방문요양,0
24812000677,B03,재가노인복지시설 주야간보호,9,9
24812000678,B01,재가노인복지시설 방문요양,0,12
24812000679,B02,재가노인복지시설 방문목욕,0,0
24812000679,B01,재가노인복지시설 방문요양,0,22
24812000682,B01,재가노인복지시설 방문요양,0,21
24812000685,B01,재가노인복지시설 방문요양,0
24812000686,B01,재가노인복지시설 방문요양,0
24812000687,B01,재가노인복지시설 방문요양,0,41
24812000689,B02,재가노인복지시설 방문목욕,0
24812000689,B01,재가노인복지시설 방문요양,0,12
24812000691,B03,재가노인복지시설 주야간보호,76,68
24812000692,B01,재가노인복지시설 방문요양,0,14
24812000693,B02,재가노인복지시설 방문목욕,0,1
24812000693,B01,재가노인복지시설 방문요양,0,75
24812000693,B03,재가노인복지시설 주야간보호,61,17
24812000694,B01,재가노인복지시설 방문요양,0,5
24812000695,B01,재가노인복지시설 방문요양,0
24812000695,B03,재가노인복지시설 주야간보호,56,30
24812000698,B02,재가노인복지시설 방문목욕,0
24812000698,B01,재가노인복지시설 방문요양,0,11
24812000699,B01,재가노인복지시설 방문요양,0,11
24812000699,B02,재가노인복지시설 방문목욕,0
24812000700,B01,재가노인복지시설 방문요양,0,32
24812000703,B01,재가노인복지시설 방문요양,0,27
24812000705,B01,재가노인복지시설 방문요양,0,19
24812000706,B01,재가노인복지시설 방문요양,0
24812000706,B02,재가노인복지시설 방문목욕,0
24812000707,B03,재가노인복지시설 주야간보호,60,50
24812000707,B02,재가노인복지시설 방문목욕,0,1
24812000707,B01,재가노인복지시설 방문요양,0,47
24812000708,B01,재가노인복지시설 방문요양,0,37
24812000710,B01,재가노인복지시설 방문요양,0,6
24812000711,B01,재가노인복지시설 방문요양,0
24812000711,B02,재가노인복지시설 방문목욕,0
24812000713,B01,재가노인복지시설 방문요양,0,7
24812000714,B03,재가노인복지시설 주야간보호,24,23
24812000714,B01,재가노인복지시설 방문요양,0
24812000715,B01,재가노인복지시설 방문요양,0,0
24812000715,B02,재가노인복지시설 방문목욕,0
24812000716,B01,재가노인복지시설 방문요양,0,4
24812000717,B01,재가노인복지시설 방문요양,0,22
24812000718,B01,재가노인복지시설 방문요양,0,14
24812000718,B03,재가노인복지시설 주야간보호,28,11
24812000719,B01,재가노인복지시설 방문요양,0,46
24812000720,B03,재가노인복지시설 주야간보호,49,13
24812000722,B02,재가노인복지시설 방문목욕,0
24812000722,B01,재가노인복지시설 방문요양,0,0
24812000723,B01,재가노인복지시설 방문요양,0,8
24812000723,B02,재가노인복지시설 방문목욕,0
24812000725,B01,재가노인복지시설 방문요양,0,23
24812000726,B03,재가노인복지시설 주야간보호,43,34
24812000727,B03,재가노인복지시설 주야간보호,66,55
24812000727,B01,재가노인복지시설 방문요양,0
24812000728,B01,재가노인복지시설 방문요양,0,10
24812000729,B01,재가노인복지시설 방문요양,0,12
24812000729,B02,재가노인복지시설 방문목욕,0
24812000730,B03,재가노인복지시설 주야간보호,15,13
24812000730,B01,재가노인복지시설 방문요양,0,1
24812000732,B01,재가노인복지시설 방문요양,0,17
24812000734,B02,재가노인복지시설 방문목욕,0
24812000734,B01,재가노인복지시설 방문요양,0
24812000737,B01,재가노인복지시설 방문요양,0,44
24812000737,B02,재가노인복지시설 방문목욕,0,1
24812000738,B01,재가노인복지시설 방문요양,0,14
24812000742,B02,재가노인복지시설 방문목욕,0,0
24812000742,B01,재가노인복지시설 방문요양,0,8
24812000744,B02,재가노인복지시설 방문목욕,0
24812000744,B05,재가노인복지시설 방문간호,0
24812000744,B01,재가노인복지시설 방문요양,0
24812000745,B03,재가노인복지시설 주야간보호,18,9
24812000745,B01,재가노인복지시설 방문요양,0
24812000748,B02,재가노인복지시설 방문목욕,0
24812000748,B03,재가노인복지시설 주야간보호,22,16
24812000748,B01,재가노인복지시설 방문요양,0
24812000750,B02,재가노인복지시설 방문목욕,0
24812000750,B01,재가노인복지시설 방문요양,0,7
24812000751,B03,재가노인복지시설 주야간보호,9,1
24812000754,B01,재가노인복지시설 방문요양,0,15
24812000758,B02,재가노인복지시설 방문목욕,0,0
24812000758,B01,재가노인복지시설 방문요양,0,2
24812000759,B01,재가노인복지시설 방문요양,0
24812000759,B03,재가노인복지시설 주야간보호,12,9
24812000761,B03,재가노인복지시설 주야간보호,0
24812000761,H31,주야간보호내치매전담1실,9,7
24812000763,B02,재가노인복지시설 방문목욕,50
24812000763,B01,재가노인복지시설 방문요양,20,3
24812000763,B03,재가노인복지시설 주야간보호,27,15
24812000764,B03,재가노인복지시설 주야간보호,37,24
24812000766,B01,재가노인복지시설 방문요양,0
24812000772,B01,재가노인복지시설 방문요양,0
24812000774,B01,재가노인복지시설 방문요양,0,4
24812000774,B03,재가노인복지시설 주야간보호,20
24812000776,B03,재가노인복지시설 주야간보호,38,16
24812000777,B01,재가노인복지시설 방문요양,0,0
24812000777,B03,재가노인복지시설 주야간보호,9,5
24812000778,B02,재가노인복지시설 방문목욕,0
24812000778,B01,재가노인복지시설 방문요양,0
24812000782,B03,재가노인복지시설 주야간보호,9,5
24812000782,B01,재가노인복지시설 방문요양,0
24812000783,B02,재가노인복지시설 방문목욕,0
24812000783,B01,재가노인복지시설 방문요양,0
24812000784,B01,재가노인복지시설 방문요양,0
24812000784,B02,재가노인복지시설 방문목욕,0
24812000787,B01,재가노인복지시설 방문요양,0,4
24812000791,B02,재가노인복지시설 방문목욕,0,0
24812000791,B01,재가노인복지시설 방문요양,0,15
24812000792,B02,재가노인복지시설 방문목욕,0
24812000792,B01,재가노인복지시설 방문요양,0,3
24812000793,B01,재가노인복지시설 방문요양,0,12
24812000793,B02,재가노인복지시설 방문목욕,0,0
24812000796,B02,재가노인복지시설 방문목욕,0
24812000796,B01,재가노인복지시설 방문요양,0
24812000798,B03,재가노인복지시설 주야간보호,48,4
24812000800,B03,재가노인복지시설 주야간보호,33,27
24812000800,B01,재가노인복지시설 방문요양,0
24812000800,B02,재가노인복지시설 방문목욕,0
24812000803,B03,재가노인복지시설 주야간보호,9
24812000803,B01,재가노인복지시설 방문요양,0
24812000804,B01,재가노인복지시설 방문요양,0
24812000806,B03,재가노인복지시설 주야간보호,21,0
24812000807,B01,재가노인복지시설 방문요양,0,1
24812000809,B01,재가노인복지시설 방문요양,0
24812000814,B01,재가노인복지시설 방문요양,0,0
24812000818,B03,재가노인복지시설 주야간보호,45,0
24816000004,B03,재가노인복지시설 주야간보호,9,6
24816000010,B04,재가노인복지시설 단기보호,15,14
24816000012,B01,재가노인복지시설 방문요양,0,0
24816000012,B03,재가노인복지시설 주야간보호,20,16
24816000014,B03,재가노인복지시설 주야간보호,63,45
24816000019,B01,재가노인복지시설 방문요양,100,1
24816000019,B04,재가노인복지시설 단기보호,41,33
24816000019,B03,재가노인복지시설 주야간보호,15,0
24816000045,B03,재가노인복지시설 주야간보호,7,7
24816000131,B03,재가노인복지시설 주야간보호,9,0
24816000131,B01,재가노인복지시설 방문요양,20,5
24817000007,B03,재가노인복지시설 주야간보호,63,32
24817000014,B03,재가노인복지시설 주야간보호,30,30
24817000019,B04,재가노인복지시설 단기보호,41,36
24817000019,B01,재가노인복지시설 방문요양,0,0
24817000019,B03,재가노인복지시설 주야간보호,30,8
24817000019,B02,재가노인복지시설 방문목욕,0,0
24817000136,B01,재가노인복지시설 방문요양,0,9
24817000136,B03,재가노인복지시설 주야간보호,9,0
24817000350,B03,재가노인복지시설 주야간보호,68,65
24817000350,B01,재가노인복지시설 방문요양,14,9
24817000351,B02,재가노인복지시설 방문목욕,0,55
24817000351,B01,재가노인복지시설 방문요양,0,27
24817000352,B02,재가노인복지시설 방문목욕,0,75
24817000352,B01,재가노인복지시설 방문요양,0,56
24817000353,B01,재가노인복지시설 방문요양,0,29
24817000355,B01,재가노인복지시설 방문요양,14,32
24817000355,B02,재가노인복지시설 방문목욕,0
24817000356,B01,재가노인복지시설 방문요양,0,31
24817000357,B01,재가노인복지시설 방문요양,14,8
24817000358,B01,재가노인복지시설 방문요양,14,35
24817000358,B02,재가노인복지시설 방문목욕,0
24817000360,B01,재가노인복지시설 방문요양,0,41
24817000360,B02,재가노인복지시설 방문목욕,0,0
24817000363,B02,재가노인복지시설 방문목욕,0
24817000363,B01,재가노인복지시설 방문요양,0,22
24817000365,B01,재가노인복지시설 방문요양,0,56
24817000365,B02,재가노인복지시설 방문목욕,0,7
24817000366,B01,재가노인복지시설 방문요양,0,2
24817000366,B03,재가노인복지시설 주야간보호,40,40
24817000366,B02,재가노인복지시설 방문목욕,0
24817000368,B05,재가노인복지시설 방문간호,0,3
24817000368,B02,재가노인복지시설 방문목욕,0
24817000368,B01,재가노인복지시설 방문요양,0,2
24817000369,B01,재가노인복지시설 방문요양,0
24817000369,B02,재가노인복지시설 방문목욕,0
24817000370,B02,재가노인복지시설 방문목욕,0,0
24817000370,B01,재가노인복지시설 방문요양,0,20
24817000371,B01,재가노인복지시설 방문요양,0,22
24817000371,B02,재가노인복지시설 방문목욕,0,0
24817000372,B03,재가노인복지시설 주야간보호,70,38
24817000373,B01,재가노인복지시설 방문요양,0,20
24817000374,B02,재가노인복지시설 방문목욕,0,35
24817000374,B01,재가노인복지시설 방문요양,0,38
24817000375,B01,재가노인복지시설 방문요양,0
24817000375,B02,재가노인복지시설 방문목욕,0
24817000377,B02,재가노인복지시설 방문목욕,0,0
24817000377,B01,재가노인복지시설 방문요양,0,0
24817000379,B02,재가노인복지시설 방문목욕,0
24817000379,B01,재가노인복지시설 방문요양,0,35
24817000385,B01,재가노인복지시설 방문요양,0,8
24817000389,B06,재가노인복지시설 복지용구,0
24817000392,B02,재가노인복지시설 방문목욕,0
24817000392,B01,재가노인복지시설 방문요양,0,8
24817000394,B01,재가노인복지시설 방문요양,0,1
24817000399,B01,재가노인복지시설 방문요양,0,19
24817000399,B02,재가노인복지시설 방문목욕,0
24817000402,B01,재가노인복지시설 방문요양,0,0
24817000402,B02,재가노인복지시설 방문목욕,0
24817000404,B01,재가노인복지시설 방문요양,0,17
24817000408,B01,재가노인복지시설 방문요양,0,0
24817000408,B02,재가노인복지시설 방문목욕,0
24817000409,B02,재가노인복지시설 방문목욕,0
24817000409,B01,재가노인복지시설 방문요양,0,33
24817000411,B01,재가노인복지시설 방문요양,0,12
24817000415,B01,재가노인복지시설 방문요양,0
24817000415,B02,재가노인복지시설 방문목욕,0
24817000416,B01,재가노인복지시설 방문요양,0
24817000417,B01,재가노인복지시설 방문요양,0,26
24817000419,B01,재가노인복지시설 방문요양,0,29
24817000421,B02,재가노인복지시설 방문목욕,0,24
24817000421,B01,재가노인복지시설 방문요양,0,20
24817000423,B02,재가노인복지시설 방문목욕,0,34
24817000423,B01,재가노인복지시설 방문요양,0,75
24817000424,B01,재가노인복지시설 방문요양,0
24817000425,B01,재가노인복지시설 방문요양,0,6
24817000425,B02,재가노인복지시설 방문목욕,0
24817000427,B01,재가노인복지시설 방문요양,0,0
24817000427,B02,재가노인복지시설 방문목욕,0,0
24817000427,B03,재가노인복지시설 주야간보호,66,58
