longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,BDongCd,HDongCd,adminFdatType,adminNm,adminPttnCd,detailAddr,fl,gunmulMlno,gunmulSlno,hmPostNo,locTelNo_1,locTelNo_2,locTelNo_3,longTermAdminSym,longTermPeribRgtDt,riCd,roadNmCd,siDoCd,siGunGuCd,stpRptDt
34111000065,C01,41,111,수원시립방문요양센터,00,NORMAL SERVICE.,129,560,2,수원시립방문요양센터,C01,,,33,0,16206,070,7011,0446,34111000065,20080626,00,411113174007,41,111,20080626
34111000079,C01,41,117,도경노인복지센터,00,NORMAL SERVICE.,107,593,4,도경노인복지센터,C01,,,100,0,16692,031,215,8895,34111000079,20080704,00,411173177018,41,117,20080704
34111000090,C01,41,111,평강재가복지센터,00,NORMAL SERVICE.,129,560,4,평강재가복지센터,C01,,,6,5,16201,031,243,5126,34111000090,20080724,00,411114322017,41,111,20080724
34111000117,C01,41,111,장안요양센터,00,NORMAL SERVICE.,129,560,4,장안요양센터,C01,,3,16,0,16349,031,253,7526,34111000117,20081203,00,411114322383,41,111,20081203
34111000056,C02,41,117,1004노인복지센터,00,NORMAL SERVICE.,105,570,4,1004노인복지센터,C02,,,46,0,16697,031,203,1004,34111000056,20080625,00,411174331054,41,117,20080624
34111000065,C02,41,111,수원시립방문요양센터,00,NORMAL SERVICE.,129,560,2,수원시립방문요양센터,C02,,,33,0,16206,070,7011,0446,34111000065,20080626,00,411113174007,41,111,20080626
34111000079,C02,41,117,도경노인복지센터,00,NORMAL SERVICE.,107,593,4,도경노인복지센터,C02,,,100,0,16692,031,215,8895,34111000079,20080704,00,411173177018,41,117,20080704
34111000090,C02,41,111,평강재가복지센터,00,NORMAL SERVICE.,129,560,4,평강재가복지센터,C02,,,6,5,16201,031,243,5126,34111000090,20080724,00,411114322017,41,111,20080724
34111000117,C02,41,111,장안요양센터,00,NORMAL SERVICE.,129,560,4,장안요양센터,C02,,3,16,0,16349,031,253,7526,34111000117,20081203,00,411114322383,41,111,20081203
34111000135,C03,41,113,중앙재가노인복지센터(주간보호),00,NORMAL SERVICE.,129,550,3,중앙재가노인복지센터(주간보호),C03,747번지 1호,,25,43,16640,031,291,1154,34111000135,20090320,00,411134325270,41,113,20090320
34111000431,C03,41,111,선재재활주야간보호센터,00,NORMAL SERVICE.,130,572,4,선재재활주야간보호센터,C03,,"2, 10",3,0,16311,031,244,5006,34111000431,20140609,00,411114322140,41,111,20140609
34111000489,C03,41,115,동행노인주간보호센터,00,NORMAL SERVICE.,140,710,4,동행노인주간보호센터,C03,,4층,3,0,16234,031,893,9106,34111000489,20151030,00,411154328221,41,115,20151030
34111000504,C03,41,117,사랑방노인복지센터,00,NORMAL SERVICE.,106,580,4,사랑방노인복지센터,C03,,"2,3층,B1",12,29,16679,031,297,7004,34111000504,20160303,00,411174331140,41,117,20160303
34111000516,C03,41,113,"""효자노치원"" 서수원점",00,NORMAL SERVICE.,133,560,4,"""효자노치원"" 서수원점",C03,,2,248,0,16604,031,296,4050,34111000516,20160503,00,411133175012,41,113,20160503
34113000539,C04,41,135,'365'단기보호센터,00,NORMAL SERVICE.,107,640,3,'365'단기보호센터,C04,,,11,0,13515,031,707,6581,34113000539,20180604,00,411354340538,41,135,20180604
34115000528,C04,41,150,카네이션요양원,00,NORMAL SERVICE.,111,620,4,카네이션요양원,C04,,5,306,14,11610,031,829,1307,34115000528,20160310,00,411503181048,41,150,20160310
34119000587,C04,41,192,고향 단기보호시설,00,NORMAL SERVICE.,109,700,4,고향 단기보호시설,C04,,3,49,0,14543,032,323,5578,34119000587,20130612,00,411924352242,41,192,20130612
34128000630,C04,41,285,E.S.H엘림재가복지,00,NORMAL SERVICE.,110,600,4,E.S.H엘림재가복지,C04,752번지 1호,,,,10256,070,8787,8134,34128000630,20130404,00,,41,285,20130404
34111000079,C05,41,117,도경노인복지센터,00,NORMAL SERVICE.,107,593,4,도경노인복지센터,C05,,,100,0,16692,031,215,8895,34111000079,20080704,00,411173177018,41,117,20080704
34111000138,C05,41,115,아노가 홈케어,00,NORMAL SERVICE.,138,680,4,아노가 홈케어,C05,,1,4,0,16442,031,251,1122,34111000138,20090331,00,411154328132,41,115,20090331
34111000154,C05,41,115,실버벨스 방문요양센터,00,NORMAL SERVICE.,138,680,4,실버벨스 방문요양센터,C05,,4,7,0,16435,031,252,0267,34111000154,20090604,00,411154328112,41,115,20090604
34111000453,C05,41,113,행복한재가복지센터,00,NORMAL SERVICE.,134,660,4,행복한재가복지센터,C05,,3,589,0,16392,031,297,2367,34111000453,20150313,00,411133175025,41,113,20150313
34111000078,C06,41,115,의료기백화점,00,NORMAL SERVICE.,141,730,4,의료기백화점,C06,,,100,0,16471,031,224,1930,34111000078,20080704,00,411152012012,41,115,20080704
34111000087,C06,41,115,현대의료기,00,NORMAL SERVICE.,139,700,4,현대의료기,C06,,1,123,0,16249,031,242,1177,34111000087,20080716,00,411152012012,41,115,20080716
34111000117,C06,41,111,장안요양센터,00,NORMAL SERVICE.,129,560,4,장안요양센터,C06,,3,16,0,16349,031,253,7526,34111000117,20081203,00,411114322383,41,111,20081203
34111000124,C06,41,113,국제의료기,00,NORMAL SERVICE.,137,670,4,국제의료기,C06,,1,652,0,16565,031,233,0379,34111000124,20090102,00,411133175010,41,113,20090102
14113000234,G31,41,133,성남시립노인요양센터,00,NORMAL SERVICE.,105,570,2,성남시립노인요양센터,G31,269번지 10호,,137,0,13200,031,739,3000,14113000234,20100301,00,411333179006,41,133,20100301
14113000329,G31,41,135,더힐링요양원,00,NORMAL SERVICE.,101,510,4,더힐링요양원,G31,,,10,0,13584,031,703,1197,14113000329,20120927,00,411354340377,41,135,20120927
14113000714,G31,41,135,헤리티지요양원,00,NORMAL SERVICE.,111,662,3,헤리티지요양원,G31,,2~3,155,0,13552,031,718,0077,14113000714,20220101,00,411353180005,41,135,20220101
14115000968,G31,41,150,루시아참요양원,00,NORMAL SERVICE.,111,620,4,루시아참요양원,G31,,,60,0,11601,031,872,6267,14115000968,20241001,00,411504343321,41,150,20241001
14113000329,G32,41,135,더힐링요양원,00,NORMAL SERVICE.,101,510,4,더힐링요양원,G32,,,10,0,13584,031,703,1197,14113000329,20120927,00,411354340377,41,135,20120927
14119000138,G32,41,196,부모섬김,00,NORMAL SERVICE.,107,570,4,부모섬김,G32,319번지 1호,,71,1,14516,032,679,0116,14119000138,20090206,00,411963184008,41,196,20090206
14119000749,G32,41,192,성은요양원,00,NORMAL SERVICE.,104,600,4,성은요양원,G32,,,294,0,14487,032,715,7982,14119000749,20150821,00,411923184003,41,192,20150821
14119001431,G32,41,194,차오름재활요양원,00,NORMAL SERVICE.,104,580,4,차오름재활요양원,G32,,7~9,519,0,14676,032,341,3375,14119001431,20240501,00,411943000028,41,194,20240501
14119001431,G33,41,194,차오름재활요양원,00,NORMAL SERVICE.,104,580,4,차오름재활요양원,G33,,7~9,519,0,14676,032,341,3375,14119001431,20240501,00,411943000028,41,194,20240501
14122000189,G33,41,220,미소요양원,00,NORMAL SERVICE.,250,250,4,미소요양원,G33,,,130,8,17974,031,691,6222,14122000189,20140211,29,412203188113,41,220,20140211
14136000319,G33,41,360,늘사랑실버케어센터,00,NORMAL SERVICE.,102,520,4,늘사랑실버케어센터,G33,,"2, 6",1260,0,12223,031,591,8883,14136000319,20120203,00,413603000120,41,360,20120203
14122000189,G34,41,220,미소요양원,00,NORMAL SERVICE.,250,250,4,미소요양원,G34,,,130,8,17974,031,691,6222,14122000189,20140211,29,412203188113,41,220,20140211
14122000189,G35,41,220,미소요양원,00,NORMAL SERVICE.,250,250,4,미소요양원,G35,,,130,8,17974,031,691,6222,14122000189,20140211,29,412203188113,41,220,20140211
24115000902,H31,41,150,마음의숲노인복지센터본점,00,NORMAL SERVICE.,110,615,3,마음의숲노인복지센터본점,H31,,"2,3",147,0,11661,031,846,0300,24115000902,20221201,00,411503181037,41,150,20221201
24115001048,H31,41,150,의정부통합돌봄요양센터,00,NORMAL SERVICE.,110,615,4,의정부통합돌봄요양센터,H31,,1~3,147,0,11661,031,846,0300,24115001048,20260201,00,411503181037,41,150,20260201
24119001185,H31,41,194,차오름재활주간보호/방문요양센터,00,NORMAL SERVICE.,104,580,4,차오름재활주간보호/방문요양센터,H31,,"2,8,9",519,0,14676,032,351,3375,24119001185,20210301,00,411943000028,41,194,20210301
24128001344,H31,41,287,가원노인복지센터,00,NORMAL SERVICE.,103,540,3,가원노인복지센터,H31,,,31,0,10343,031,921,6283,24128001344,20210201,00,412873194022,41,287,20210201
24115000902,H32,41,150,마음의숲노인복지센터본점,00,NORMAL SERVICE.,110,615,3,마음의숲노인복지센터본점,H32,,"2,3",147,0,11661,031,846,0300,24115000902,20221201,00,411503181037,41,150,20221201
24115001048,H32,41,150,의정부통합돌봄요양센터,00,NORMAL SERVICE.,110,615,4,의정부통합돌봄요양센터,H32,,1~3,147,0,11661,031,846,0300,24115001048,20260201,00,411503181037,41,150,20260201
24119001185,H32,41,194,차오름재활주간보호/방문요양센터,00,NORMAL SERVICE.,104,580,4,차오름재활주간보호/방문요양센터,H32,,"2,8,9",519,0,14676,032,351,3375,24119001185,20210301,00,411943000028,41,194,20210301
24128001681,H32,41,281,포르테주간보호센터,00,NORMAL SERVICE.,128,656,4,포르테주간보호센터,H32,,6,20,10,10486,031,974,8572,24128001681,20241001,00,412813192035,41,281,20241001
24146000736,H33,41,465,365송은노인학교(주야간),00,NORMAL SERVICE.,102,540,4,365송은노인학교(주야간),H33,,"6,7",105,0,16875,031,896,8807,24146000736,20190701,00,414653205022,41,465,20190701
24182000102,H33,41,820,가평중앙재가노인복지센터,00,NORMAL SERVICE.,250,250,4,가평중앙재가노인복지센터,H33,,,228,6,12412,031,581,0019,24182000102,20200102,21,418203000142,41,820,20200102
34117000237,I31,41,171,케어네이션 만안센터,00,NORMAL SERVICE.,101,550,3,케어네이션 만안센터,I31,,"4,7",216,0,14032,031,464,0220,34117000237,20141110,00,411713182016,41,171,20141110
34119000977,I31,41,194,부천남부노인주야간보호센터,00,NORMAL SERVICE.,104,570,4,부천남부노인주야간보호센터,I31,,"3,4",15,0,14696,032,327,0604,34119000977,20180711,00,411943185010,41,194,20180711
34128001141,I31,41,281,행신치매전담형 주야간보호센터,00,NORMAL SERVICE.,128,650,4,행신치매전담형 주야간보호센터,I31,,8,61,0,10523,031,974,9001,34128001141,20190307,00,412814376106,41,281,20190307
34141000172,I31,41,410,'나들이' 데이케어센터,00,NORMAL SERVICE.,108,610,4,'나들이' 데이케어센터,I31,,,26,0,15886,031,505,3291,34141000172,20140501,00,414104400193,41,410,20140501
14155000032,M31,41,550,파라밀 요양원,00,NORMAL SERVICE.,400,400,3,파라밀 요양원,M31,,,135,0,17521,031,671,3677,14155000032,20080624,00,415504424142,41,550,20020814
14159000412,M31,41,591,새소망요양원,00,NORMAL SERVICE.,310,310,4,새소망요양원,M31,,,25,27,18543,031,357,1814,14159000412,20181107,25,415914431248,41,591,20181107
14117000627,S41,41,171,긋시아케어링a,00,NORMAL SERVICE.,102,600,4,긋시아케어링a,S41,,5,483,0,13969,050,6787,5824,14117000627,20251001,00,411713182016,41,171,20251001
14127001053,S41,41,273,아주좋은요양원,00,NORMAL SERVICE.,101,535,4,아주좋은요양원,S41,,,61,0,15470,031,411,3275,14127001053,20220701,00,412733191004,41,273,20220701
14128000005,S41,41,281,사랑의집,00,NORMAL SERVICE.,114,590,4,사랑의집,S41,554번지 8호,,165,0,10267,031,964,1178,14128000005,20080610,00,412813012032,41,281,20061013
14128001485,S41,41,281,A+샬롬요양원,00,NORMAL SERVICE.,128,640,4,A+샬롬요양원,S41,,7,547,0,10518,031,972,3438,14128001485,20220801,00,412813192094,41,281,20220801
14311000027,A03,43,112,산새노인요양원,00,NORMAL SERVICE.,109,590,4,산새노인요양원,A03,,,32,27,28611,043,236,0109,14311000027,20080602,00,431123237008,43,112,20080527
14311000029,A03,43,114,청주소망의집,00,NORMAL SERVICE.,106,550,3,청주소망의집,A03,,,200,0,28307,043,216,1995,14311000029,20080602,00,431144571760,43,114,20060206
14311000032,A03,43,113,흥덕실비노인요양원,00,NORMAL SERVICE.,121,760,3,흥덕실비노인요양원,A03,,,837,102,361350,043,236,1800,14311000032,20080604,00,431133237106,43,113,20051215
14311000039,A03,43,114,성심노인요양원,00,NORMAL SERVICE.,104,540,3,성심노인요양원,A03,,,135,42,28337,043,214,8501,14311000039,20080609,00,431143236054,43,114,20031231
14311000042,A03,43,112,참사랑노인요양원,00,NORMAL SERVICE.,105,560,3,참사랑노인요양원,A03,,,1,5,28802,043,298,3400,14311000042,20080613,00,431123237014,43,112,20080609
14311000041,A04,43,111,우리노인요양공동생활가정,00,NORMAL SERVICE.,119,670,4,우리노인요양공동생활가정,A04,,3,28,0,28742,043,250,6794,14311000041,20080613,00,431114508414,43,111,20080603
14311000102,A04,43,111,용담사랑의집노인요양공동생활가정,00,NORMAL SERVICE.,121,690,4,용담사랑의집노인요양공동생활가정,A04,89번지 14호,,102,3,28314,043,259,0190,14311000102,20090116,00,431114508283,43,111,20090116
14311000161,A04,43,114,내덕늘푸른요양원,00,NORMAL SERVICE.,102,530,4,내덕늘푸른요양원,A04,,,50,1,28481,043,222,1478,14311000161,20091211,00,431144508354,43,114,20091211
14311000267,A04,43,113,새순노인요양공동생활가정,00,NORMAL SERVICE.,115,751,4,새순노인요양공동생활가정,A04,,,27,1,28449,043,263,0693,14311000267,20120608,00,431134511143,43,113,20120608
14311000346,A04,43,111,로뎀나무노인요양공동생활가정,00,NORMAL SERVICE.,110,545,4,로뎀나무노인요양공동생활가정,A04,,,68,0,28533,043,266,2641,14311000346,20141022,00,431114508117,43,111,20141022
24311000058,B01,43,113,평화노인복지센터,00,NORMAL SERVICE.,117,760,4,평화노인복지센터,B01,,,64,2,28376,043,235,4004,24311000058,20080625,00,431134511088,43,113,20080624
24311000575,B01,43,112,고려요양협동조합,00,NORMAL SERVICE.,101,510,3,고려요양협동조합,B01,,3,273,0,28555,043,264,1919,24311000575,20180817,00,431123236025,43,112,20180817
24311000606,B01,43,112,가나노인주간보호센터,00,NORMAL SERVICE.,109,590,4,가나노인주간보호센터,B01,,"3, 4",5,0,28668,043,714,3344,24311000606,20190201,00,431124511323,43,112,20190201
24311000637,B01,43,113,(A+)동행노인복지센터,00,NORMAL SERVICE.,113,747,4,(A+)동행노인복지센터,B01,,,1265,0,28397,043,234,3651,24311000637,20190604,00,431133014065,43,113,20190604
24311000664,B01,43,112,효림노인주야간보호센터,00,NORMAL SERVICE.,106,560,4,효림노인주야간보호센터,B01,,,20,0,28800,043,297,5557,24311000664,20190909,00,431124512136,43,112,20190909
24311000637,B02,43,113,(A+)동행노인복지센터,00,NORMAL SERVICE.,113,747,4,(A+)동행노인복지센터,B02,,,1265,0,28397,043,234,3651,24311000637,20190604,00,431133014065,43,113,20190604
24311000680,B02,43,113,사랑으로노인복지센터,00,NORMAL SERVICE.,115,751,4,사랑으로노인복지센터,B02,,"2층, 3",616,0,28574,043,275,8575,24311000680,20191101,00,431133236001,43,113,20191101
24311000788,B02,43,113,옥산방문요양복지센터,00,NORMAL SERVICE.,320,320,4,옥산방문요양복지센터,B02,,,718,0,28114,043,904,5812,24311000788,20210201,21,431133240054,43,113,20210201
24311000805,B02,43,112,다복한주간보호센터,00,NORMAL SERVICE.,107,570,4,다복한주간보호센터,B02,,1.2.3.4,56,0,28707,043,285,4545,24311000805,20210428,00,431124511948,43,112,20210428
24311000809,B02,43,112,보람케어노인복지센터,00,NORMAL SERVICE.,104,550,5,보람케어노인복지센터,B02,,,8,0,28630,043,295,4817,24311000809,20210528,00,431123237026,43,112,20210528
24311000020,B03,43,113,청주흥덕노인통합지원센터,00,NORMAL SERVICE.,132,770,3,청주흥덕노인통합지원센터,B03,,,130,0,28303,043,215,2496,24311000020,20080530,00,431134511332,43,113,20071204
24311000227,B03,43,113,현진노인복지센터(흥덕노인요양원병설),00,NORMAL SERVICE.,121,760,3,현진노인복지센터(흥덕노인요양원병설),B03,47번지 13호,,837,102,28371,043,236,4774,24311000227,20110209,00,431133237106,43,113,20110209
24311000292,B03,43,114,내덕노인복지센터,00,NORMAL SERVICE.,102,530,3,내덕노인복지센터,B03,,,1,18,28495,043,216,9811,24311000292,20130206,00,431144508665,43,114,20130206
24311000579,B03,43,114,성민주야간보호센터,00,NORMAL SERVICE.,310,310,4,성민주야간보호센터,B03,,,41,0,28136,043,274,1004,24311000579,20180904,31,431144520650,43,114,20180904
24311000606,B03,43,112,가나노인주간보호센터,00,NORMAL SERVICE.,109,590,4,가나노인주간보호센터,B03,,"3, 4",5,0,28668,043,714,3344,24311000606,20190201,00,431124511323,43,112,20190201
24311000845,B05,43,113,홈널스통합재가센터,00,NORMAL SERVICE.,115,751,4,홈널스통합재가센터,B05,,1,40,0,28557,043,272,6343,24311000845,20220203,00,431134511417,43,113,20220203
24311000994,B05,43,111,재가요양센터한스,00,NORMAL SERVICE.,125,720,4,재가요양센터한스,B05,,,2,0,28750,043,293,2019,24311000994,20240601,00,431114508461,43,111,20240601
24311000996,B05,43,112,청주새일재가노인복지센터,00,NORMAL SERVICE.,107,570,4,청주새일재가노인복지센터,B05,,,2083,0,28689,043,285,9989,24311000996,20240601,00,431123236067,43,112,20240601
24311001102,B05,43,114,꽃돌이방문간호센터,00,NORMAL SERVICE.,101,510,4,꽃돌이방문간호센터,B05,,,6,0,28505,043,715,6333,24311001102,20260301,00,431144508317,43,114,20260301
24311001114,B05,43,112,나우리재가노인복지센터,00,NORMAL SERVICE.,103,540,3,나우리재가노인복지센터,B05,,1,111,0,28676,043,260,1909,24311001114,20260701,00,431124511163,43,112,20260701
24311000637,B06,43,113,(A+)동행노인복지센터,00,NORMAL SERVICE.,113,747,4,(A+)동행노인복지센터,B06,,,1265,0,28397,043,234,3651,24311000637,20190604,00,431133014065,43,113,20190604
24311000752,B06,43,111,건강의료기 한국병원점,00,NORMAL SERVICE.,119,670,4,건강의료기 한국병원점,B06,,,53,0,28712,043,252,9361,24311000752,20200731,00,431113236037,43,111,20200731
24311000859,B06,43,112,100세동안재가장기요양기관(청주점),00,NORMAL SERVICE.,101,520,4,100세동안재가장기요양기관(청주점),B06,,,270,0,28654,043,262,1113,24311000859,20220401,00,431123236025,43,112,20220401
24311000863,B06,43,114,누리복지용구,00,NORMAL SERVICE.,102,520,4,누리복지용구,B06,,,66,0,28479,043,224,8897,24311000863,20220501,00,431143236010,43,114,20220501
24311000904,B06,43,112,실버복지용구,00,NORMAL SERVICE.,109,590,4,실버복지용구,B06,,1,765,0,28666,043,268,9317,24311000904,20221201,00,431123236001,43,112,20221201
34311000028,C01,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,119,670,4,어르신이행복한세상청주지사,C01,,,14,0,28713,043,297,7122,34311000028,20080602,00,431113236037,43,111,20080528
34311000051,C01,43,114,THE명품노인복지센터,00,NORMAL SERVICE.,102,530,4,THE명품노인복지센터,C01,,,23,0,28491,043,252,0550,34311000051,20080620,00,431144508668,43,114,20080620
34311000069,C01,43,112,사랑천사재가장기요양기관,00,NORMAL SERVICE.,107,580,4,사랑천사재가장기요양기관,C01,,,78,0,28686,043,254,4503,34311000069,20080714,00,431123237053,43,112,20080711
34311000105,C01,43,111,용암재가장기요양기관,00,NORMAL SERVICE.,124,730,4,용암재가장기요양기관,C01,,1,8,2,28782,043,284,2255,34311000105,20090130,00,431114508225,43,111,20090123
34311000110,C01,43,114,부모사랑노인복지센터,00,NORMAL SERVICE.,253,253,4,부모사랑노인복지센터,C01,,,54,0,28129,043,217,6009,34311000110,20090305,30,431144520483,43,114,20090305
34311000028,C02,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,119,670,4,어르신이행복한세상청주지사,C02,,,14,0,28713,043,297,7122,34311000028,20080602,00,431113236037,43,111,20080528
34311000051,C02,43,114,THE명품노인복지센터,00,NORMAL SERVICE.,102,530,4,THE명품노인복지센터,C02,,,23,0,28491,043,252,0550,34311000051,20080620,00,431144508668,43,114,20080620
34311000069,C02,43,112,사랑천사재가장기요양기관,00,NORMAL SERVICE.,107,580,4,사랑천사재가장기요양기관,C02,,,78,0,28686,043,254,4503,34311000069,20080714,00,431123237053,43,112,20080711
34311000105,C02,43,111,용암재가장기요양기관,00,NORMAL SERVICE.,124,730,4,용암재가장기요양기관,C02,,1,8,2,28782,043,284,2255,34311000105,20090130,00,431114508225,43,111,20090123
34311000199,C02,43,111,예수재가장기요양기관,00,NORMAL SERVICE.,124,720,4,예수재가장기요양기관,C02,,,36,0,28769,043,295,0717,34311000199,20100514,00,431113236043,43,111,20100514
34311000110,C03,43,114,부모사랑노인복지센터,00,NORMAL SERVICE.,253,253,4,부모사랑노인복지센터,C03,,,54,0,28129,043,217,6009,34311000110,20090305,30,431144520483,43,114,20090305
34311000120,C03,43,114,하늘정원 재가장기요양기관,00,NORMAL SERVICE.,102,520,4,하늘정원 재가장기요양기관,C03,,2,325,0,28482,043,250,1288,34311000120,20090410,00,431143236001,43,114,20090410
34311000220,C03,43,113,해피투게더 노인복지센터,00,NORMAL SERVICE.,114,741,4,해피투게더 노인복지센터,C03,,,188,0,28586,043,234,9006,34311000220,20101207,00,431133237030,43,113,20101207
34311000274,C03,43,112,가경열린복지센터재가장기요양기관,00,NORMAL SERVICE.,109,590,4,가경열린복지센터재가장기요양기관,C03,,,19,0,28612,043,238,2280,34311000274,20120827,00,431123237030,43,112,20120827
34311000314,C03,43,112,청주노인주간보호센터,00,NORMAL SERVICE.,106,560,4,청주노인주간보호센터,C03,,4,1992,0,28797,043,285,3131,34311000314,20131023,00,431123236067,43,112,20131023
34313000211,C04,43,130,연수노인주야간보호센터,00,NORMAL SERVICE.,105,535,4,연수노인주야간보호센터,C04,,2,261,0,27384,043,855,9117,34313000211,20181129,00,431303238057,43,130,20181129
34374000003,C04,43,740,보생원노인복지센터,00,NORMAL SERVICE.,360,360,3,보생원노인복지센터,C04,711번지 3호,,854,0,29155,043,745,4050,34374000003,20080523,21,437403243054,43,740,20060212
34374000031,C04,43,740,보생원전문노인요양원,00,NORMAL SERVICE.,340,340,3,보생원전문노인요양원,C04,51번지 5호,,457,19,29121,043,745,5007,34374000031,20090602,24,437403243043,43,740,20090602
34311000028,C05,43,111,어르신이행복한세상청주지사,00,NORMAL SERVICE.,119,670,4,어르신이행복한세상청주지사,C05,,,14,0,28713,043,297,7122,34311000028,20080602,00,431113236037,43,111,20080528
34311000261,C05,43,112,돌봄천사재가노인복지센터,00,NORMAL SERVICE.,101,510,3,돌봄천사재가노인복지센터,C05,,,93,1,28556,043,275,6064,34311000261,20120301,00,431123237095,43,112,20120301
34311000337,C05,43,113,닥터케어방문간호센터,00,NORMAL SERVICE.,113,747,3,닥터케어방문간호센터,C05,,,23,0,28383,070,4367,2015,34311000337,20140822,00,431133237049,43,113,20140822
34311000516,C05,43,112,청주 주찬미방문간호센터,00,NORMAL SERVICE.,107,580,4,청주 주찬미방문간호센터,C05,,,254,0,28696,043,221,5671,34311000516,20170612,00,431123237013,43,112,20170612
34311000528,C05,43,114,청주방문간호센터,00,NORMAL SERVICE.,101,510,4,청주방문간호센터,C05,,1,15,1,28505,043,221,7576,34311000528,20170810,00,431144508319,43,114,20170810
34311000046,C06,43,111,한국의료기유한회사,00,NORMAL SERVICE.,119,670,3,한국의료기유한회사,C06,,1,57,0,28712,043,255,5929,34311000046,20080620,00,431113236037,43,111,20080620
34311000065,C06,43,112,바다메디칼장기요양기관,00,NORMAL SERVICE.,109,590,4,바다메디칼장기요양기관,C06,,,4,0,28668,043,268,7755,34311000065,20080707,00,431124511309,43,112,20080707
34311000071,C06,43,111,이원의료기육거리점복지용구재가장기요양기관,00,NORMAL SERVICE.,105,545,4,이원의료기육거리점복지용구재가장기요양기관,C06,145번지 3호,,7,0,28531,043,268,2121,34311000071,20080729,00,431113236027,43,111,20080729
34311000073,C06,43,111,주성메디칼재가장기요양기관,00,NORMAL SERVICE.,120,680,4,주성메디칼재가장기요양기관,C06,162번지 14호,,94,1,28735,043,222,3927,34311000073,20080805,00,431113236037,43,111,20080805
34311000257,C06,43,111,모세휠체어재가장기요양기관,00,NORMAL SERVICE.,125,720,4,모세휠체어재가장기요양기관,C06,,1,19,0,28749,043,222,9963,34311000257,20120127,00,431114508728,43,111,20120127
14311000242,G31,43,113,청주카리타스노인요양원,00,NORMAL SERVICE.,115,751,3,청주카리타스노인요양원,G31,2315번지,,9,0,28460,043,264,0900,14311000242,20110801,00,431134511610,43,113,20110801
14311000498,G31,43,111,숲속요양원,00,NORMAL SERVICE.,112,525,4,숲속요양원,G31,,,57,0,28513,043,221,3349,14311000498,20170201,00,431113236003,43,111,20170201
14313000001,G31,43,130,충주평화의집,00,NORMAL SERVICE.,360,360,3,충주평화의집,G31,689번지 2호,,504,0,27451,043,842,7002,14313000001,20080530,23,431304514878,43,130,20080530
14313000110,G31,43,130,충주노인요양원,00,NORMAL SERVICE.,350,350,3,충주노인요양원,G31,,,397,0,27456,043,851,6090,14313000110,20120824,00,431303238013,43,130,20120824
14311000498,G32,43,111,숲속요양원,00,NORMAL SERVICE.,112,525,4,숲속요양원,G32,,,57,0,28513,043,221,3349,14311000498,20170201,00,431113236003,43,111,20170201
14373000128,G32,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,옥천군립치매전담요양원,G32,,,182,15,29027,043,731,8331,14373000128,20240325,25,437303242033,43,730,20240325
14374000137,G32,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,영동군립치매전담요양원,G32,,,290,1,29131,043,745,3292,14374000137,20231214,31,437403243063,43,740,20231204
14373000128,G33,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,옥천군립치매전담요양원,G33,,,182,15,29027,043,731,8331,14373000128,20240325,25,437303242033,43,730,20240325
14374000137,G33,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,영동군립치매전담요양원,G33,,,290,1,29131,043,745,3292,14374000137,20231214,31,437403243063,43,740,20231204
14373000128,G34,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,옥천군립치매전담요양원,G34,,,182,15,29027,043,731,8331,14373000128,20240325,25,437303242033,43,730,20240325
14374000137,G34,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,영동군립치매전담요양원,G34,,,290,1,29131,043,745,3292,14374000137,20231214,31,437403243063,43,740,20231204
14373000128,G35,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,옥천군립치매전담요양원,G35,,,182,15,29027,043,731,8331,14373000128,20240325,25,437303242033,43,730,20240325
14374000137,G35,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,영동군립치매전담요양원,G35,,,290,1,29131,043,745,3292,14374000137,20231214,31,437403243063,43,740,20231204
14373000128,G36,43,730,옥천군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,옥천군립치매전담요양원,G36,,,182,15,29027,043,731,8331,14373000128,20240325,25,437303242033,43,730,20240325
14374000137,G36,43,740,영동군립치매전담요양원,00,NORMAL SERVICE.,250,250,2,영동군립치매전담요양원,G36,,,290,1,29131,043,745,3292,14374000137,20231214,31,437403243063,43,740,20231204
24313000302,H31,43,130,충주시립노인주야간보호센터,00,NORMAL SERVICE.,410,410,2,충주시립노인주야간보호센터,H31,,,40,0,27315,043,851,1021,24313000302,20221216,21,431304515181,43,130,20221122
24315000250,H31,43,150,제천시립치매전담주야간보호센터,00,NORMAL SERVICE.,122,605,2,제천시립치매전담주야간보호센터,H31,,,24,14,27201,043,653,1021,24315000250,20250828,00,431504517004,43,150,20250828
