year,province,sigungu,kosis_region_code,unique_benefit_users_total,home_service_user_sum,home_service_days,home_provider_count_sum,facility_service_user_sum,facility_service_days,facility_provider_count_sum,facility_user_share_proxy_pct,home_user_share_proxy_pct
2013,인천,서구,15350AC400D108,2990.0,3636.0,336771.0,1043.0,1532.0,327920.0,503.0,51.23745819397993,121.60535117056857
2013,인천,연수구,15350AC400D104,1860.0,2496.0,219479.0,722.0,801.0,174314.0,348.0,43.064516129032256,134.1935483870968
2013,인천,옹진군,15350AC400D110,174.0,139.0,10997.0,129.0,112.0,26663.0,60.0,64.36781609195403,79.88505747126436
2013,인천,중구,15350AC400D101,1037.0,1273.0,117818.0,491.0,474.0,113373.0,185.0,45.70877531340405,122.7579556412729
2013,전남,강진군,15350AC400M113,846.0,1179.0,81117.0,189.0,421.0,73681.0,116.0,49.76359338061466,139.36170212765958
2013,전남,고흥군,15350AC400M109,1665.0,2076.0,180914.0,264.0,801.0,172292.0,191.0,48.10810810810811,124.68468468468468
2013,전남,곡성군,15350AC400M107,731.0,1089.0,78701.0,204.0,310.0,63067.0,74.0,42.40766073871409,148.97400820793433
2013,전남,광양시,15350AC400M105,1010.0,1163.0,114410.0,253.0,488.0,100429.0,134.0,48.31683168316832,115.14851485148515
2013,전남,구례군,15350AC400M108,624.0,1135.0,97339.0,157.0,170.0,34943.0,55.0,27.24358974358974,181.89102564102564
2013,전남,나주시,15350AC400M104,1299.0,1789.0,132682.0,330.0,594.0,131674.0,151.0,45.72748267898383,137.72132409545804
2013,전남,담양군,15350AC400M106,920.0,1260.0,102438.0,216.0,469.0,102450.0,95.0,50.97826086956522,136.95652173913044
2013,전남,목포시,15350AC400M101,1582.0,1868.0,169112.0,347.0,844.0,168215.0,141.0,53.35018963337548,118.07838179519597
2013,전남,무안군,15350AC400M116,997.0,1210.0,104014.0,260.0,515.0,117625.0,142.0,51.65496489468405,121.36409227683049
2013,전남,보성군,15350AC400M110,753.0,878.0,75902.0,239.0,296.0,69403.0,125.0,39.309428950863214,116.60026560424967
2013,전남,순천시,15350AC400M103,2260.0,2700.0,255219.0,478.0,1081.0,214234.0,221.0,47.83185840707965,119.46902654867257
2013,전남,신안군,15350AC400M122,711.0,816.0,65426.0,203.0,403.0,75619.0,101.0,56.68073136427567,114.76793248945147
2013,전남,여수시,15350AC400M102,2481.0,2733.0,279800.0,344.0,932.0,174389.0,157.0,37.565497783151955,110.15719467956468
2013,전남,영광군,15350AC400M118,918.0,1002.0,84047.0,211.0,478.0,111651.0,113.0,52.069716775599126,109.15032679738562
2013,전남,영암군,15350AC400M115,775.0,881.0,72607.0,214.0,386.0,82870.0,90.0,49.806451612903224,113.6774193548387
2013,전남,완도군,15350AC400M120,929.0,974.0,95189.0,168.0,606.0,103511.0,111.0,65.23143164693218,104.84391819160388
2013,전남,장성군,15350AC400M119,759.0,1276.0,99923.0,227.0,281.0,47775.0,87.0,37.02239789196311,168.1159420289855
2013,전남,장흥군,15350AC400M112,869.0,1034.0,104160.0,148.0,422.0,79713.0,140.0,48.56156501726122,118.9873417721519
2013,전남,진도군,15350AC400M121,529.0,676.0,56796.0,158.0,229.0,51732.0,106.0,43.28922495274102,127.7882797731569
