longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,cyclTm,longTermAdminSym,pgmNm,pgmType,runPlc,tgtNop
11130500172,G31,11,305,강북실버종합복지센터,00,NORMAL SERVICE.,1,11130500172,활력튼튼/활력충전소,2,"3,4층 중앙홀",69
11120000010,G32,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11123000381,G32,11,230,시립동대문실버케어센터,00,NORMAL SERVICE.,1,11123000381,미로탐험,4,치매전담실 1실,12
11126000271,G32,11,260,서울시립중랑노인전문요양원,00,NORMAL SERVICE.,1,11126000271,힐링타임,1,다정동 3층 프로그램실,10
11138000065,G32,11,380,붓다마을,00,NORMAL SERVICE.,1,11138000065,미술교실,1,강당,52
11144000012,G32,11,440,시립서부노인전문요양센터,00,NORMAL SERVICE.,1,11144000012,"인지-집단프로그램(인지훈련,회상활동 등)",7,해당 유니트,12
11120000010,G33,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11123000381,G33,11,230,시립동대문실버케어센터,00,NORMAL SERVICE.,1,11123000381,미로탐험,4,치매전담실 1실,12
11138000065,G33,11,380,붓다마을,00,NORMAL SERVICE.,1,11138000065,미술교실,1,강당,52
11144000012,G33,11,440,시립서부노인전문요양센터,00,NORMAL SERVICE.,1,11144000012,"인지-집단프로그램(인지훈련,회상활동 등)",7,해당 유니트,12
11174000422,G33,11,740,시립강동실버케어센터,00,NORMAL SERVICE.,1,11174000422,미술활동(아트별) 프로그램,7,프로그램실,16
11120000010,G34,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11120000010,G35,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11120000010,G36,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11120000010,G37,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
11120000010,G38,11,200,시립동부노인전문요양센터,00,NORMAL SERVICE.,1,11120000010,명절행사,3,"각 요양실, 층 중앙거실, 1층 강당",296
21111000066,H31,11,110,보현데이케어센터,00,NORMAL SERVICE.,1,21111000066,가요교실(화_오전 : 강*자 강사),8,프로그램실,20
21114000036,H31,11,140,신당데이케어센터,00,NORMAL SERVICE.,1,21114000036,독감예방접종,3,내부,42
21120000068,H31,11,200,구립성수1가2동서울숲데이케어센터,00,NORMAL SERVICE.,1,21120000068,노래교실,8,,21
21130500237,H31,11,305,사회복지법인 운가자비원 운가데이케어센터,00,NORMAL SERVICE.,1,21130500237,치매전담실 인지프로그램,7,치매전담실,8
21141000342,H32,11,410,구립가재울데이케어센터,00,NORMAL SERVICE.,1,21141000342,가재울노래방,8,집단활동실,24
21159000283,H32,11,590,굿모닝동작데이케어센터,00,NORMAL SERVICE.,1,21159000283,노래사랑,8,,20
11138000217,M31,11,380,노블케어스,00,NORMAL SERVICE.,1,11138000217,맨몸기능 활성화 운동 B,2,각층,90
11130500229,S41,11,305,사랑나눔요양원2,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
11141000170,S41,11,410,중앙실버노인요양공동생활가정,00,NORMAL SERVICE.,1,11141000170,"스트레칭, 앉아서하는 실버체조, 맨손체조(상지 위주)",5,공동거실,6
11168000127,S41,11,680,구립대치노인요양센터,00,NORMAL SERVICE.,1,11168000127,요리교실,1,2층 프로그램실,8
12911000006,A03,12,210,아가페실버센터,00,NORMAL SERVICE.,30,12911000006,소근육활동,2,거실,28
12911000013,A03,12,210,꽃메요양원,00,NORMAL SERVICE.,1,12911000013,"신체2-신체기능프로그램(스트레칭,실버체조)",2,프로그램실,3
12911000022,A03,12,210,천혜경로원,00,NORMAL SERVICE.,1,12911000022,인지활동C,1,생활실,15
12911000052,A03,12,210,용연실버빌,00,NORMAL SERVICE.,1,12911000052,외부연계프로그램,3,용연실버빌,47
12911000086,A03,12,210,나눔요양원,00,NORMAL SERVICE.,1,12911000086,여가프로그램,3,프로그램실,37
12911000256,A03,12,210,해피맘요양원,00,NORMAL SERVICE.,1,12911000256,스트레칭,3,프로그램실,28
12911000096,A04,12,210,효드림노인복지센터,00,NORMAL SERVICE.,1,12911000096,재활및 건강치료,2,프로그램실,9
12911000254,A04,12,210,엠마의집,00,NORMAL SERVICE.,1,12911000254,끈꿰기,1,프로그램실,9
12915500209,A04,12,270,알곡사랑요양원,00,NORMAL SERVICE.,1,12915500209,퍼즐 맞추기,1,시설 거실 또는 침대 식판에서 1대1 지도,5
12917000275,A04,12,300,현대실버빌,00,NORMAL SERVICE.,1,12917000275,"고리던지기,콩주머니던지기,공주고받기등",2,프로그램실,9
12917000295,A04,12,300,정드림케어하우스,00,NORMAL SERVICE.,1,12917000295,물리치료,2,정드림 어르신 개별 침상,9
22911000007,B01,12,210,아가페실버센터,00,NORMAL SERVICE.,,,,,,
22911000009,B01,12,210,C.C.C.동구노인복지센터,00,NORMAL SERVICE.,1,22911000009,힘뇌체조,2,주간보호센터거실,31
22911000014,B01,12,210,꽃메요양원,00,NORMAL SERVICE.,1,22911000014,예배 및 성경이야기,3,꽃메요양원 내 주간보호실(프로그램실),40
22911000048,B01,12,210,대해노인복지센터,00,NORMAL SERVICE.,1,22911000048,놀이체육,2,대해노인복지센터,25
22911000287,B01,12,210,선인종합재가센터,00,NORMAL SERVICE.,,,,,,
22911000009,B02,12,210,C.C.C.동구노인복지센터,00,NORMAL SERVICE.,1,22911000009,힘뇌체조,2,주간보호센터거실,31
22911000048,B02,12,210,대해노인복지센터,00,NORMAL SERVICE.,1,22911000048,놀이체육,2,대해노인복지센터,25
22911000312,B02,12,210,예향노인복지센터,00,NORMAL SERVICE.,,,,,,
22911000326,B02,12,210,동구천사노인복지센터,00,NORMAL SERVICE.,,,,,,
22911000339,B02,12,210,다정한노인재가복지센터,00,NORMAL SERVICE.,,,,,,
22911000009,B03,12,210,C.C.C.동구노인복지센터,00,NORMAL SERVICE.,1,22911000009,힘뇌체조,2,주간보호센터거실,31
22911000014,B03,12,210,꽃메요양원,00,NORMAL SERVICE.,1,22911000014,예배 및 성경이야기,3,꽃메요양원 내 주간보호실(프로그램실),40
22911000048,B03,12,210,대해노인복지센터,00,NORMAL SERVICE.,1,22911000048,놀이체육,2,대해노인복지센터,25
22911000327,B03,12,210,자연숲노인복지센터,00,NORMAL SERVICE.,1,22911000327,타악기 놀이,1,생활실,122
22911000334,B03,12,210,계림노인주간보호센터,00,NORMAL SERVICE.,1,22911000334,재활치료,2,생활실,38
24681000003,B04,12,780,강진노인복지센터,00,NORMAL SERVICE.,60,24681000003,서예교실,1,남자주간보호실,9
24687000001,B04,12,830,청람노인복지센터,00,NORMAL SERVICE.,1,24687000001,지남력훈련,1,"1,2층 생활실 및 청람원 3층 집단프로그램실",43
24689000091,B04,12,850,어르신케어 종합복지센터 효드림,00,NORMAL SERVICE.,30,24689000091,나는 화가,4,생활실,20
22911000312,B05,12,210,예향노인복지센터,00,NORMAL SERVICE.,,,,,,
22911000349,B05,12,210,보라방문간호센터,00,NORMAL SERVICE.,,,,,,
22911000356,B05,12,210,뉴정나눔노인복지센터,00,NORMAL SERVICE.,,,,,,
22914000463,B05,12,240,동행노인재가복지센터,00,NORMAL SERVICE.,,,,,,
22914000471,B05,12,240,최하현 방문간호 요양센터,00,NORMAL SERVICE.,,,,,,
22911000331,B06,12,210,한국의료기기,00,NORMAL SERVICE.,,,,,,
22911000333,B06,12,210,아이에스메티칼,00,NORMAL SERVICE.,,,,,,
22911000338,B06,12,210,편한 의료기,00,NORMAL SERVICE.,,,,,,
22911000358,B06,12,210,100세동안 실버케어,00,NORMAL SERVICE.,,,,,,
22911000371,B06,12,210,미래로의료기,00,NORMAL SERVICE.,,,,,,
32911000065,C01,12,210,희망노인복지센터,00,NORMAL SERVICE.,,,,,,
32911000079,C01,12,210,계림재가노인요양센터,00,NORMAL SERVICE.,,,,,,
32911000089,C01,12,210,효사랑계림 노인복지센터,00,NORMAL SERVICE.,,,,,,
32911000090,C01,12,210,한마음실버요양센터,00,NORMAL SERVICE.,,,,,,
32911000239,C01,12,210,광주여성노인재가센터,00,NORMAL SERVICE.,,,,,,
32911000065,C02,12,210,희망노인복지센터,00,NORMAL SERVICE.,,,,,,
32911000089,C02,12,210,효사랑계림 노인복지센터,00,NORMAL SERVICE.,,,,,,
32911000090,C02,12,210,한마음실버요양센터,00,NORMAL SERVICE.,,,,,,
32911000273,C02,12,210,한가족복지센터,00,NORMAL SERVICE.,,,,,,
32911000292,C02,12,210,조은재가복지센터,00,NORMAL SERVICE.,,,,,,
32914000059,C03,12,240,광주재활센타,00,NORMAL SERVICE.,1,32914000059,사회적응프로그램,3,김대중컨번션센터 및 광주재활센터 주변,12
32914000373,C03,12,240,광주서구노인주간보호센터,00,NORMAL SERVICE.,1,32914000373,동물이름맞추기,1,생활실,13
32914000392,C03,12,240,굿데이케어센터,00,NORMAL SERVICE.,0,32914000392,치매예방 디지털인지훈련,1,프로그램실,21
32914000395,C03,12,240,더불어노인주간보호센터,00,NORMAL SERVICE.,1,32914000395,투호던지기,2,,33
32914000399,C03,12,240,"상무노인복지학교(주간보호,치매예방교육)",00,NORMAL SERVICE.,1,32914000399,실버접시체조,2,,50
32911000323,C05,12,210,하늘빛방문간호센터,00,NORMAL SERVICE.,,,,,,
32914000289,C05,12,240,365나눔노인장기요양기관,00,NORMAL SERVICE.,,,,,,
32914000442,C05,12,240,새로나재가노인요양복지센터,00,NORMAL SERVICE.,,,,,,
32914000453,C05,12,240,구구팔팔재가복지센터,00,NORMAL SERVICE.,,,,,,
32915500289,C05,12,270,사랑손통합재가센터,00,NORMAL SERVICE.,,,,,,
32911000034,C06,12,210,명성의료기,00,NORMAL SERVICE.,,,,,,
32911000047,C06,12,210,광주의료기,00,NORMAL SERVICE.,,,,,,
32911000074,C06,12,210,효도의료기,00,NORMAL SERVICE.,,,,,,
32911000275,C06,12,210,태광의료기,00,NORMAL SERVICE.,,,,,,
32911000288,C06,12,210,믿음의료기,00,NORMAL SERVICE.,,,,,,
12911000256,G31,12,210,해피맘요양원,00,NORMAL SERVICE.,1,12911000256,스트레칭,3,프로그램실,28
12920000003,G31,12,330,바라밀실버하우스,00,NORMAL SERVICE.,1,12920000003,힐링가든닝,9,"텃밭, 생활실",16
14611000358,G31,12,110,산책하는요양원,00,NORMAL SERVICE.,0,14611000358,현실인식훈련,4,,10
14615000134,G31,12,150,낙안효자실버빌,00,NORMAL SERVICE.,1,14615000134,생신잔치,1,"1층 홀, 3층 프로그램실, 생활실",42
14615000152,G31,12,150,효자노인복지센터,00,NORMAL SERVICE.,1,14615000152,동요부르기,1,A동 프로그램실/B동 프로그램실,23
14611000358,G32,12,110,산책하는요양원,00,NORMAL SERVICE.,0,14611000358,현실인식훈련,4,,10
14615000134,G32,12,150,낙안효자실버빌,00,NORMAL SERVICE.,1,14615000134,생신잔치,1,"1층 홀, 3층 프로그램실, 생활실",42
14617000005,G32,12,170,나주시노인요양원,00,NORMAL SERVICE.,1,14617000005,신체기능(C),3,각 생활실/거실,31
14623000165,G32,12,190,마로현노인요양원,00,NORMAL SERVICE.,1,14623000165,인지기능향상및여가생활프로그램,7,,12
14677000160,G32,12,740,도양노인건강복지타운 치매전문요양원,00,NORMAL SERVICE.,1,14677000160,민요배우기,8,,12
14611000358,G33,12,110,산책하는요양원,00,NORMAL SERVICE.,0,14611000358,현실인식훈련,4,,10
14677000160,G33,12,740,도양노인건강복지타운 치매전문요양원,00,NORMAL SERVICE.,1,14677000160,민요배우기,8,,12
14679000117,G33,12,760,현대노인요양원,00,NORMAL SERVICE.,1,14679000117,집단프로그램,8,치매전담실,38
14681000051,G33,12,780,강진효요양원,00,NORMAL SERVICE.,1,14681000051,다트놀이,7,프로그램실,4
14677000160,G34,12,740,도양노인건강복지타운 치매전문요양원,00,NORMAL SERVICE.,1,14677000160,민요배우기,8,,12
14679000117,G34,12,760,현대노인요양원,00,NORMAL SERVICE.,1,14679000117,집단프로그램,8,치매전담실,38
14681000051,G34,12,780,강진효요양원,00,NORMAL SERVICE.,1,14681000051,다트놀이,7,프로그램실,4
14677000160,G35,12,740,도양노인건강복지타운 치매전문요양원,00,NORMAL SERVICE.,1,14677000160,민요배우기,8,,12
14679000117,G35,12,760,현대노인요양원,00,NORMAL SERVICE.,1,14679000117,집단프로그램,8,치매전담실,38
14679000117,G36,12,760,현대노인요양원,00,NORMAL SERVICE.,1,14679000117,집단프로그램,8,치매전담실,38
22915500115,H31,12,270,인애W재가노인지원센터,00,NORMAL SERVICE.,1,22915500115,노인학대예방교육,9,인애W재가노인지원센터,25
22917000666,H31,12,300,사랑방주야간보호센터,00,NORMAL SERVICE.,1,22917000666,미술활동,9,프로그램실,15
24613000316,H31,12,130,여수시 치매어르신 주야간보호센터 지혜마루,00,NORMAL SERVICE.,30,24613000316,,7,,20
24615000385,H31,12,150,재단법인 전라남도사회서비스원 순천시 실버주야간보호센터,00,NORMAL SERVICE.,1,24615000385,여가프로그램(어르신 생신잔치),9,센터내 2층 골드반 생활실,15
24615000419,H31,12,150,더편한데이케어,00,NORMAL SERVICE.,1,24615000419,맞춤-민요레크레이션,1,생활실,23
34623000025,I31,12,190,광양희망노인복지센터,00,NORMAL SERVICE.,1,34623000025,선따라 그리기,1,센터생활실,35
14611000001,M31,12,810,자혜요양원,00,NORMAL SERVICE.,1,14611000001,생신잔치,1,2층행복한공간,50
14613000009,M31,12,130,마니원(입소),00,NORMAL SERVICE.,1,14613000009,블럭쌓기,1,프로그램실,13
14617000005,M31,12,170,나주시노인요양원,00,NORMAL SERVICE.,1,14617000005,신체기능(C),3,각 생활실/거실,31
14611000001,M32,12,810,자혜요양원,00,NORMAL SERVICE.,1,14611000001,생신잔치,1,2층행복한공간,50
14613000122,M32,12,130,소나무노인요양시설,00,NORMAL SERVICE.,1,14613000122,미술교실,7,프로그램실,5
12917000530,S41,12,300,오손도손요양원,00,NORMAL SERVICE.,1,12917000530,한글교실,7,침실 / 요양원거실,9
14613000008,S41,12,130,밀알노인요양공동생활가정,00,NORMAL SERVICE.,1,14613000008,퍼즐맞추기,7,,9
14681000017,S41,12,780,도암 소망의집,00,NORMAL SERVICE.,1,14681000017,종교활동,3,프로그램실,9
14684000082,S41,12,810,다솜노인요양공동생활가정,00,NORMAL SERVICE.,0,14684000082,민요부르기,9,프로그램실,9
14684000116,S41,12,810,엄마의봄날 노인요양공동생활가정,00,NORMAL SERVICE.,0,14684000116,기능회복훈련,2,생활실 및 침실,9
12611000104,A03,26,110,굿모닝노인요양원,00,NORMAL SERVICE.,1,12611000104,"신체기능프로그램-맨손체조,힘뇌체조,실버체조",1,각층휴게실,50
12614000008,A03,26,140,안나노인건강센터,00,NORMAL SERVICE.,2,12614000008,특별여가 프로그램 (특별식사),3,2층 운동실 및 3층 강당,10
12614000053,A03,26,140,실버웰요양센터,00,NORMAL SERVICE.,1,12614000053,신체기능 프로그램,1,각 층 생활실 및 오락실,50
12614000068,A03,26,140,송도사랑요양원,00,NORMAL SERVICE.,1,12614000068,보드게임,1,공동거실,98
12617000001,A03,26,170,송원노인전문요양원,00,NORMAL SERVICE.,1,12617000001,생신잔치,3,"3,4층 생활동",92
12617000074,A03,26,170,인창동구노인요양원,00,NORMAL SERVICE.,1,12617000074,인지프로그램-C그룹,1,생활실,49
12620000004,A03,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,1,12620000004,여가프로그램,9,치매전담 생활공간,10
12617000090,A04,26,170,지혜실버홈,00,NORMAL SERVICE.,1,12617000090,화투그림 맞추기,1,지혜실버홈 프로그램실,9
12623000091,A04,26,230,소망노인복지센터,00,NORMAL SERVICE.,1,12623000091,걷기/체조/풍선운동,2,2층생활실,9
12623000281,A04,26,230,새롬노인요양공동생활가정,00,NORMAL SERVICE.,1,12623000281,신체활동프로그램,2,거실 또는 프로그램실,9
12626000106,A04,26,260,성지노인요양원,00,NORMAL SERVICE.,1,12626000106,레크레이션,1,3층 프로그램실,9
12629000165,A04,26,290,참사랑실버홈,00,NORMAL SERVICE.,1,12629000165,신체기능,2,생활실,9
12632000284,A04,26,320,편안한노인공동요양원,00,NORMAL SERVICE.,1,12632000284,"색칠공부, 퍼즐",1,,9
12632000334,A04,26,320,화명은혜공동생활가정,00,NORMAL SERVICE.,1,12632000334,화재예방및 재난대응훈련,3,공동생활가정 전체,9
22611000001,B01,26,110,중구재가노인지원서비스센터,00,NORMAL SERVICE.,1,22611000001,미술활동,1,노인주간보호센터 내,17
22611000100,B01,26,110,우리재가복지센터,00,NORMAL SERVICE.,3,22611000100,"인지자극활동, 일상생활 함께하기",1,수급자 자택,1
22611000101,B01,26,110,(주)돌보미재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000102,B01,26,110,참벗재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000105,B01,26,110,선한데이케어센터,00,NORMAL SERVICE.,60,22611000105,인지학습,1,,43
22611000106,B01,26,110,스마일재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22611000107,B01,26,110,성부재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22611000100,B02,26,110,우리재가복지센터,00,NORMAL SERVICE.,3,22611000100,"인지자극활동, 일상생활 함께하기",1,수급자 자택,1
22611000101,B02,26,110,(주)돌보미재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000102,B02,26,110,참벗재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000105,B02,26,110,선한데이케어센터,00,NORMAL SERVICE.,60,22611000105,인지학습,1,,43
22611000107,B02,26,110,성부재가노인복지센터,00,NORMAL SERVICE.,,,,,,
22611000109,B02,26,110,한울타리노인복지센터,00,NORMAL SERVICE.,,,,,,
22611000111,B02,26,110,신창통합재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000001,B03,26,110,중구재가노인지원서비스센터,00,NORMAL SERVICE.,1,22611000001,미술활동,1,노인주간보호센터 내,17
22611000103,B03,26,110,굿모닝주야간보호센터,00,NORMAL SERVICE.,1,22611000103,양말목,1,프로그램실,44
22611000105,B03,26,110,선한데이케어센터,00,NORMAL SERVICE.,60,22611000105,인지학습,1,,43
22611000117,B03,26,110,행복한재활주간보호센터,00,NORMAL SERVICE.,,,,,,
22614000050,B03,26,140,인창서구재가노인복지센터,00,NORMAL SERVICE.,1,22614000050,미니볼링,2,3.4.5층 생활실,100
22614000084,B03,26,140,송도노인주간보호센터,00,NORMAL SERVICE.,1,22614000084,"놀이, 음악, 옛날 이야기, 레크레이션, 민요 춤, 미술",1,프로그램 실,45
22614000093,B03,26,140,서구케어재가노인주간보호센터,00,NORMAL SERVICE.,1,22614000093,행복예술봉사단,3,생활실,93
22653000194,B04,26,530,부산광역시노인건강센터 단기보호,00,NORMAL SERVICE.,1,22653000194,치매 예방 및 관리 프로그램,1,단기보호 로비,9
22611000111,B05,26,110,신창통합재가복지센터,00,NORMAL SERVICE.,,,,,,
22614000098,B05,26,140,더드림재가복지센터,00,NORMAL SERVICE.,,,,,,
22623000395,B05,26,230,푸른누리재가복지센터,00,NORMAL SERVICE.,,,,,,
22623000405,B05,26,230,편안한실버케어재가센터,00,NORMAL SERVICE.,,,,,,
22623000417,B05,26,230,정샘간호재가센터,00,NORMAL SERVICE.,,,,,,
22623000482,B05,26,230,부산에스엠방문요양간호센터,00,NORMAL SERVICE.,,,,,,
22626000324,B05,26,260,간호돌봄재가복지센터,00,NORMAL SERVICE.,,,,,,
22611000108,B06,26,110,신기의료기 중구점,00,NORMAL SERVICE.,,,,,,
22611000112,B06,26,110,로뎀복지용구,00,NORMAL SERVICE.,,,,,,
22611000118,B06,26,110,건강의료기,00,NORMAL SERVICE.,,,,,,
22617000196,B06,26,170,건강한의료기,00,NORMAL SERVICE.,,,,,,
22617000209,B06,26,170,민영복지용구,00,NORMAL SERVICE.,,,,,,
22617000214,B06,26,170,희망복지노인재가센터,00,NORMAL SERVICE.,,,,,,
32611000008,C01,26,110,로뎀나무아래요양보호사파견센터,00,NORMAL SERVICE.,,,,,,
32611000029,C01,26,110,효자효녀노인복지센터,00,NORMAL SERVICE.,,,,,,
32611000030,C01,26,110,예손은노인복지요양센터,00,NORMAL SERVICE.,,,,,,
32611000040,C01,26,110,행복나눔재가복지센터,00,NORMAL SERVICE.,,,,,,
32611000042,C01,26,110,현대종합복지센터,00,NORMAL SERVICE.,,,,,,
32611000059,C01,26,110,대현재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32611000042,C02,26,110,현대종합복지센터,00,NORMAL SERVICE.,,,,,,
32611000060,C02,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,1,32611000060,블록교실,1,활동실,67
32611000083,C02,26,110,동행재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32614000023,C02,26,140,로드웨이 노인복지센터,00,NORMAL SERVICE.,,,,,,
32614000031,C02,26,140,세광재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32614000057,C02,26,140,자애노인종합복지센터,00,NORMAL SERVICE.,,,,,,
32611000060,C03,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,1,32611000060,블록교실,1,활동실,67
32614000071,C03,26,140,효송주야간보호센터,00,NORMAL SERVICE.,1,32614000071,미술치료,1,,50
32614000080,C03,26,140,소은노인주간보호센터,00,NORMAL SERVICE.,1,32614000080,"교구 놀이, 음악, 레크레이션, 민요 춤, 미술 등",1,,25
32617000100,C03,26,170,예사랑노인복지센터,00,NORMAL SERVICE.,1,32617000100,구연동화,1,예사랑노인복지센터,25
32617000136,C03,26,170,대주 재가복지센터,00,NORMAL SERVICE.,1,32617000136,프리마켓(달란트시장),3,프로그램실,59
32617000146,C03,26,170,동구케어 노인주간보호센터,00,NORMAL SERVICE.,1,32617000146,백세청춘,1,동구케어 노인주간보호센터 프로그램실,115
32611000060,C05,26,110,한울타리재가노인복지센터,00,NORMAL SERVICE.,1,32611000060,블록교실,1,활동실,67
32617000059,C05,26,170,(주)간호박사종합재가센터,00,NORMAL SERVICE.,,,,,,
32620000118,C05,26,200,부산사랑노인복지센터주식회사,00,NORMAL SERVICE.,1,32620000118,종이컵 쌓기,1,단기보호센터 거실,4
32623000150,C05,26,230,사)부산진구노인요양센터부설 행복한재가,00,NORMAL SERVICE.,,,,,,
32623000303,C05,26,230,정드림재가복지센터,00,NORMAL SERVICE.,,,,,,
32626000218,C05,26,260,새원재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32611000015,C06,26,110,현대의료복지용구센터,00,NORMAL SERVICE.,,,,,,
32611000061,C06,26,110,유창,00,NORMAL SERVICE.,,,,,,
32611000097,C06,26,110,조은재가복지센터,00,NORMAL SERVICE.,,,,,,
32611000098,C06,26,110,효진재가노인복지센터,00,NORMAL SERVICE.,,,,,,
32614000036,C06,26,140,동진의료기,00,NORMAL SERVICE.,,,,,,
32614000076,C06,26,140,(주)가온누리종합복지센터,00,NORMAL SERVICE.,,,,,,
12638000008,G31,26,380,평화노인요양원,00,NORMAL SERVICE.,1,12638000008,구연동화,7,프로그램실,16
12641000003,G31,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,1,12641000003,애광부띠끄,9,치매전담4실 공용거실,12
12653000078,G31,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,1,12653000078,치매 예방 및 관리 프로그램,4,치매전담1실,12
12638000008,G32,26,380,평화노인요양원,00,NORMAL SERVICE.,1,12638000008,구연동화,7,프로그램실,16
12641000003,G32,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,1,12641000003,애광부띠끄,9,치매전담4실 공용거실,12
12653000078,G32,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,1,12653000078,치매 예방 및 관리 프로그램,4,치매전담1실,12
12641000003,G33,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,1,12641000003,애광부띠끄,9,치매전담4실 공용거실,12
12653000078,G33,26,530,부산광역시 노인건강센터,00,NORMAL SERVICE.,1,12653000078,치매 예방 및 관리 프로그램,4,치매전담1실,12
12641000003,G34,26,410,애광노인치매전문요양원,00,NORMAL SERVICE.,1,12641000003,애광부띠끄,9,치매전담4실 공용거실,12
22623000393,H31,26,230,다사랑치매전문주간보호센터,00,NORMAL SERVICE.,1,22623000393,현실인식훈련(워크북),1,프로그램실,18
22641000013,H31,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,1,22641000013,실버브레인케어 전래+놀이,7,,25
22644000055,H31,26,440,공립명지치매전문주야간보호센터,00,NORMAL SERVICE.,1,22644000055,야외 티타임 프로그램,9,,25
22647000264,H31,26,470,부산연제재활 주야간보호센터,00,NORMAL SERVICE.,1,22647000264,실버인지놀이 / 금요일,1,,25
22650000151,H31,26,500,(주)케어링 주간보호센터 부산 수영점,00,NORMAL SERVICE.,1,22650000151,수급자가족대상프로그램,3,,73
22671000148,H31,26,710,"""(기장)효사랑데이케어센터2",00,NORMAL SERVICE.,1,22671000148,맟춤형 신체PG 실버레크레이션,1,4층 프로그램중앙센터,60
22641000013,H32,26,410,애광재가노인복지기관,00,NORMAL SERVICE.,1,22641000013,실버브레인케어 전래+놀이,7,,25
32647000158,I31,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,1,32647000158,인지기능프로그램,7,(주)부산데이케어 부산주간보호,25
32653000106,I31,26,530,함께노인주간보호센터,00,NORMAL SERVICE.,1,32653000106,간식&회상활동,9,전담실(생활실),8
32647000158,I32,26,470,(주)부산데이케어 부산주간보호,00,NORMAL SERVICE.,1,32647000158,인지기능프로그램,7,(주)부산데이케어 부산주간보호,25
12620000004,M31,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,1,12620000004,여가프로그램,9,치매전담 생활공간,10
12620000004,M32,26,200,파랑새노인건강센터,00,NORMAL SERVICE.,1,12620000004,여가프로그램,9,치매전담 생활공간,10
12711000113,A03,27,110,닥터김노인요양센터,00,NORMAL SERVICE.,2,12711000113,나들이,3,외부이동,10
12711000132,A03,27,110,보람요양원,00,NORMAL SERVICE.,2,12711000132,생신잔치,3,5층거실,23
12711000154,A03,27,110,우리요양원,00,NORMAL SERVICE.,1,12711000154,인지활동프로그램,1,우리요양원 프로그램실,28
12711000189,A03,27,110,청춘요양원,00,NORMAL SERVICE.,1,12711000189,인지프로그램,1,,29
12714000001,A03,27,140,성덕실버타운,00,NORMAL SERVICE.,0,12714000001,신체기능프로그램-막대체조(중증),3,각 생활관,54
12714000003,A03,27,140,붓다의집,00,NORMAL SERVICE.,1,12714000003,탁구공 굴리기,3,프로그램실,50
12714000008,A03,27,140,마이홈노인전문요양원,00,NORMAL SERVICE.,1,12714000008,건강장수요법(여가),1,프로그램실 및 각 층 생활실 로비,15
12711000079,A04,27,110,남산요양원,00,NORMAL SERVICE.,1,12711000079,신체기능 프로그램,2,프로그램실,9
12711000091,A04,27,110,문성요양복지센터,00,NORMAL SERVICE.,1,12711000091,인지프로그램(미술활동),1,생활실,9
12714000265,A04,27,140,팔공어르신요양원 동촌센터,00,NORMAL SERVICE.,1,12714000265,색스폰 공연 및 민요 공연,3,생활실,9
12714000385,A04,27,140,효사랑요양원1,00,NORMAL SERVICE.,1,12714000385,"미술색칠,만들기",1,프로그램실,9
12714000386,A04,27,140,효사랑요양원2,00,NORMAL SERVICE.,1,12714000386,"윷놀이,고리던지기,투호놀이,신호등표지판알기 등등",3,프로그램실,9
