longTermAdminSym_request,adminPttnCd_request,siDoCd_request,siGunGuCd_request,adminNm_request,resultCode,resultMsg,cyclTm,longTermAdminSym,pgmNm,pgmType,runPlc,tgtNop
33011000304,C03,30,110,삼성주간보호센터,00,NORMAL SERVICE.,1,33011000304,(외부강사) 실버인지놀이,1,,33
33014000124,C03,30,140,대전효감주간보호센터,00,NORMAL SERVICE.,1,33014000124,악기수업과노래교실,1,프로그램실,30
33014000291,C03,30,140,태평주간보호센터,00,NORMAL SERVICE.,1,33014000291,음악체조,3,센터내 생활실,82
33014000324,C03,30,140,신한국복지센터,00,NORMAL SERVICE.,1,33014000324,사회적응훈련,3,,47
33011000248,C05,30,110,대전연합 실버케어,00,NORMAL SERVICE.,,,,,,
33011000273,C05,30,110,스마일방문간호요양센터,00,NORMAL SERVICE.,,,,,,
33011000280,C05,30,110,대전방문간호센터,00,NORMAL SERVICE.,,,,,,
33011000325,C05,30,110,굿널스방문간호요양센터,00,NORMAL SERVICE.,,,,,,
33014000124,C05,30,140,대전효감주간보호센터,00,NORMAL SERVICE.,1,33014000124,악기수업과노래교실,1,프로그램실,30
33014000424,C05,30,140,보문노인복지센터,00,NORMAL SERVICE.,,,,,,
33014000435,C05,30,140,대전효재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33011000095,C06,30,110,행복메디칼,00,NORMAL SERVICE.,,,,,,
33011000109,C06,30,110,(주)국민복지환경,00,NORMAL SERVICE.,,,,,,
33011000192,C06,30,110,350복지용구,00,NORMAL SERVICE.,,,,,,
33011000227,C06,30,110,더드림노인요양복지센터,00,NORMAL SERVICE.,,,,,,
33011000242,C06,30,110,아가페복지,00,NORMAL SERVICE.,,,,,,
33011000328,C06,30,110,현암복지센터,00,NORMAL SERVICE.,,,,,,
33011000337,C06,30,110,행복나무복지센터,00,NORMAL SERVICE.,,,,,,
13011000009,G31,30,110,임마누엘실버홈,00,NORMAL SERVICE.,1,13011000009,실버 뷰티(여가활동),9,1층 치매전담실 프로그램실,12
13011000376,G31,30,110,대전요양원,00,NORMAL SERVICE.,1,13011000376,실버인활동,7,,8
13014000241,G31,30,140,축복마을,00,NORMAL SERVICE.,4,13014000241,작업치료 프로그램,2,"작업치료실,중앙홀",60
13017000253,G31,30,170,실버누리요양원,00,NORMAL SERVICE.,1,13017000253,노인체조(신체기능향상프로그램)-외부강사,2,2층 프로그램실,61
13011000009,G32,30,110,임마누엘실버홈,00,NORMAL SERVICE.,1,13011000009,실버 뷰티(여가활동),9,1층 치매전담실 프로그램실,12
13011000376,G32,30,110,대전요양원,00,NORMAL SERVICE.,1,13011000376,실버인활동,7,,8
13011000009,G33,30,110,임마누엘실버홈,00,NORMAL SERVICE.,1,13011000009,실버 뷰티(여가활동),9,1층 치매전담실 프로그램실,12
13011000376,G33,30,110,대전요양원,00,NORMAL SERVICE.,1,13011000376,실버인활동,7,,8
13011000009,G34,30,110,임마누엘실버홈,00,NORMAL SERVICE.,1,13011000009,실버 뷰티(여가활동),9,1층 치매전담실 프로그램실,12
13011000376,G34,30,110,대전요양원,00,NORMAL SERVICE.,1,13011000376,실버인활동,7,,8
23017000292,H31,30,170,대전요양원 주간보호센터,00,NORMAL SERVICE.,1,23017000292,노래교실(여가활동),8,,25
23017000584,H31,30,170,대전서구주간보호센터,00,NORMAL SERVICE.,1,23017000584,탁구공 계란판 옮기기 신체프로그램,5,대전서구주간보호센터 8층 프로그램실,25
23020000144,H31,30,200,나이팅게일주간보호센터,00,NORMAL SERVICE.,1,23020000144,음악활동,1,치매전담실내 프로그램실,25
23023000153,H31,30,230,예사랑재가노인복지센터,00,NORMAL SERVICE.,1,23023000153,나들이-사회적응훈련,9,야외,25
13011000384,S41,30,110,부모애공동생활가정,00,NORMAL SERVICE.,60,13011000384,노인체조,2,,9
13017000366,S41,30,170,섬김과 나눔의 집,00,NORMAL SERVICE.,0,13017000366,나는 000 입니다,4,생활실,7
13111000005,A03,31,110,국민요양원,00,NORMAL SERVICE.,1,13111000005,퍼즐맞추기,1,프로그램실,22
13111000007,A03,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,1,13111000007,노인인권보호 및 학대예방교육,3,"2층, 3층 프로그램 실",69
13111000008,A03,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,0,13111000008,운동요법(스트레칭),5,프로그램실,14
13111000009,A03,31,110,예랑소규모요양원,00,NORMAL SERVICE.,1,13111000009,생신잔치,3,2층 생활실,16
13111000082,A03,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,1,13111000082,가족(보호자) 및 지역주민 참여프로그램,3,백정애건강실버타운 내,49
13111000143,A03,31,110,효자실버요양원,00,NORMAL SERVICE.,0,13111000143,"인지기능향상(빙고게임,풍선배구,칠교놀이,미술등)",1,프로그램실,74
13111000163,A03,31,110,효정요양원,00,NORMAL SERVICE.,1,13111000163,사회적응훈련,1,프로그램실,28
13111000175,A03,31,110,울산광역시립노인요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
13111000147,A04,31,110,울산한우리노인요양센터,00,NORMAL SERVICE.,0,13111000147,신체기능 프로그램,2,,9
13111000205,A04,31,110,A+백정애건강실버타운,00,NORMAL SERVICE.,1,13111000205,인지활동프로그램,1,,9
13114000234,A04,31,140,굿실버공동생활가정,00,NORMAL SERVICE.,1,13114000234,인지프로그램,1,프로그램실,9
13114000278,A04,31,140,더 즐거운공동생활가정,00,NORMAL SERVICE.,1,13114000278,폼폼이 분류하기,1,생활실,9
13117000032,A04,31,170,가은실버홈,00,NORMAL SERVICE.,1,13117000032,미술치료,3,프로그램실,9
13117000088,A04,31,170,인애노인요양실버홈,00,NORMAL SERVICE.,1,13117000088,체육,3,인애프로그램실,9
13120000102,A04,31,200,청담종합복지센터,00,NORMAL SERVICE.,60,13120000102,노래인지 교실,1,생활실,9
13120000129,A04,31,200,백세재활복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23111000001,B01,31,110,국민노인돌봄지원플랫폼,00,NORMAL SERVICE.,,,,,,
23111000002,B01,31,110,울산중구노인돌봄지원플랫폼,00,NORMAL SERVICE.,,,,,,
23111000150,B01,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,1,23111000150,뷰티케어,3,생활실,60
23111000154,B01,31,110,울산노인복지센터,00,NORMAL SERVICE.,,,,,,
23111000155,B01,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,1,23111000155,오늘은 내가 가수왕!,1,센터 내 생활실,55
23111000157,B01,31,110,다인재가복지센터,00,NORMAL SERVICE.,,,,,,
23111000161,B01,31,110,함월주야간보호센터,00,NORMAL SERVICE.,60,23111000161,난타장구,3,2층 생활실,20
23111000167,B01,31,110,팔팔백세 방문요양센터,00,NORMAL SERVICE.,,,,,,
23111000150,B02,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,1,23111000150,뷰티케어,3,생활실,60
23111000154,B02,31,110,울산노인복지센터,00,NORMAL SERVICE.,,,,,,
23111000155,B02,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,1,23111000155,오늘은 내가 가수왕!,1,센터 내 생활실,55
23111000157,B02,31,110,다인재가복지센터,00,NORMAL SERVICE.,,,,,,
23111000184,B02,31,110,강남재가노인복지센터,00,NORMAL SERVICE.,,,,,,
23111000193,B02,31,110,조은아침중구복지센터,00,NORMAL SERVICE.,1,23111000193,도구체조,1,센터 내 생활실,31
23111000195,B02,31,110,동행노인복지센터,00,NORMAL SERVICE.,,,,,,
23111000150,B03,31,110,신울산노인재가복지센터,00,NORMAL SERVICE.,1,23111000150,뷰티케어,3,생활실,60
23111000155,B03,31,110,더조은노인복지주간보호센터,00,NORMAL SERVICE.,1,23111000155,오늘은 내가 가수왕!,1,센터 내 생활실,55
23111000161,B03,31,110,함월주야간보호센터,00,NORMAL SERVICE.,60,23111000161,난타장구,3,2층 생활실,20
23111000162,B03,31,110,효정주간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23111000164,B03,31,110,울산정주간보호센터,00,NORMAL SERVICE.,1,23111000164,나도 가수다,1,생활실,43
23111000165,B03,31,110,선경주야간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23111000168,B03,31,110,오월주간보호센터,00,NORMAL SERVICE.,1,23111000168,기체조,1,,66
23111000177,B05,31,110,윤씨재가복지센터,00,NORMAL SERVICE.,,,,,,
23111000218,B05,31,110,헤븐노인복지센터,00,NORMAL SERVICE.,1,23111000218,바둑(여가),3,정서지원실,50
23111000231,B05,31,110,가온누리재가방문요양센터,00,NORMAL SERVICE.,,,,,,
23120000094,B05,31,200,A+마르페 실버케어,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23120000128,B05,31,200,미소방문간호센터,00,NORMAL SERVICE.,,,,,,
23171000243,B05,31,710,화정방문간호센터,00,NORMAL SERVICE.,,,,,,
23111000149,B06,31,110,대신의료기상사,00,NORMAL SERVICE.,,,,,,
23111000159,B06,31,110,굿헬스의료기,00,NORMAL SERVICE.,,,,,,
23111000211,B06,31,110,신기의료기,00,NORMAL SERVICE.,,,,,,
23111000222,B06,31,110,두날개복지센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23111000234,B06,31,110,울산복지용구센터,00,NORMAL SERVICE.,,,,,,
23114000238,B06,31,140,행운의료기,00,NORMAL SERVICE.,,,,,,
23114000249,B06,31,140,행복의료기,00,NORMAL SERVICE.,,,,,,
33111000042,C01,31,110,옥선노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000048,C01,31,110,나도람노인복지센터,00,NORMAL SERVICE.,1,33111000048,신미란노래교실(금) 신미란 강사,1,주야간보호 생활실,56
33111000063,C01,31,110,행복소망나눔 요양보호센터,00,NORMAL SERVICE.,,,,,,
33111000064,C01,31,110,현대노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000071,C01,31,110,가나안 요양파견센터,00,NORMAL SERVICE.,,,,,,
33111000075,C01,31,110,연희재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000076,C01,31,110,장수마을재가복지센터,00,NORMAL SERVICE.,1,33111000076,실내걷기운동,2,,9
33111000042,C02,31,110,옥선노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000045,C02,31,110,잉꼬 방문목욕센터,00,NORMAL SERVICE.,,,,,,
33111000048,C02,31,110,나도람노인복지센터,00,NORMAL SERVICE.,1,33111000048,신미란노래교실(금) 신미란 강사,1,주야간보호 생활실,56
33111000063,C02,31,110,행복소망나눔 요양보호센터,00,NORMAL SERVICE.,,,,,,
33111000064,C02,31,110,현대노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000071,C02,31,110,가나안 요양파견센터,00,NORMAL SERVICE.,,,,,,
33111000075,C02,31,110,연희재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000048,C03,31,110,나도람노인복지센터,00,NORMAL SERVICE.,1,33111000048,신미란노래교실(금) 신미란 강사,1,주야간보호 생활실,56
33111000076,C03,31,110,장수마을재가복지센터,00,NORMAL SERVICE.,1,33111000076,실내걷기운동,2,,9
33111000083,C03,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,1,33111000083,(자체)운동활동프로그램,3,,34
33111000089,C03,31,110,울산한우리노인복지시설,00,NORMAL SERVICE.,1,33111000089,실버레크레이션,1,생활실,58
33111000106,C03,31,110,태화노인복지센터,00,NORMAL SERVICE.,1,33111000106,사회적응훈련프로그램,3,생활실,9
33111000109,C03,31,110,소중한노인복지센터,00,NORMAL SERVICE.,1,33111000109,인지활동형,1,소중한노인복지센터 생활실,40
33111000110,C03,31,110,베리굿실버복지센터,00,NORMAL SERVICE.,1,33111000110,레크레이션,1,생활실,36
33111000081,C05,31,110,지원재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000083,C05,31,110,백정애 건강실버타운,00,NORMAL SERVICE.,1,33111000083,(자체)운동활동프로그램,3,,34
33111000122,C05,31,110,스마일재가노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000138,C05,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,,,,,,
33114000091,C05,31,140,마더스노인복지센터,00,NORMAL SERVICE.,,,,,,
33117000062,C05,31,170,사랑의 손길 재가센터,00,NORMAL SERVICE.,,,,,,
33120000042,C05,31,200,양지노인복지센터,00,NORMAL SERVICE.,,,,,,
33111000041,C06,31,110,새광명의료기,00,NORMAL SERVICE.,,,,,,
33111000062,C06,31,110,건강의료기,00,NORMAL SERVICE.,,,,,,
33111000084,C06,31,110,세운의료기 보조기도매센타,00,NORMAL SERVICE.,,,,,,
33111000091,C06,31,110,백세의료기,00,NORMAL SERVICE.,,,,,,
33111000103,C06,31,110,보드미의료기,00,NORMAL SERVICE.,,,,,,
33111000138,C06,31,110,돌보미 재가노인 복지센터,00,NORMAL SERVICE.,,,,,,
33114000047,C06,31,140,신우메디칼통상,00,NORMAL SERVICE.,,,,,,
13111000007,G31,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,1,13111000007,노인인권보호 및 학대예방교육,3,"2층, 3층 프로그램 실",69
13111000008,G31,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,0,13111000008,운동요법(스트레칭),5,프로그램실,14
13117000004,G31,31,170,다비다노인요양원,00,NORMAL SERVICE.,1,13117000004,음악활동,8,프로그램실,12
13120000124,G31,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,1,13120000124,인지학습/인지미술,7,,12
13111000007,G32,31,110,늘푸른노인전문요양원,00,NORMAL SERVICE.,1,13111000007,노인인권보호 및 학대예방교육,3,"2층, 3층 프로그램 실",69
13111000008,G32,31,110,늘푸른노인요양원,00,NORMAL SERVICE.,0,13111000008,운동요법(스트레칭),5,프로그램실,14
13120000124,G32,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,1,13120000124,인지학습/인지미술,7,,12
13120000124,G33,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,1,13120000124,인지학습/인지미술,7,,12
13120000124,G34,31,200,울산북구실버케어센터,00,NORMAL SERVICE.,1,13120000124,인지학습/인지미술,7,,12
23111000218,H31,31,110,헤븐노인복지센터,00,NORMAL SERVICE.,1,23111000218,바둑(여가),3,정서지원실,50
23117000069,H31,31,170,남목노인복지관 부설 치매보호센터,00,NORMAL SERVICE.,1,23117000069,물리치료 및 재활운동,9,기능회복센터 및 웰빙건강센터,14
23117000082,H31,31,170,밝은미소 재가실버케어,00,NORMAL SERVICE.,1,23117000082,"사회적응프로그램(안전교육, 다큐멘터리 등)",9,치매전담실,21
13117000004,M31,31,170,다비다노인요양원,00,NORMAL SERVICE.,1,13117000004,음악활동,8,프로그램실,12
13171000142,S41,31,710,효녀심청의집,00,NORMAL SERVICE.,1,13171000142,"그림그리기,노래부르기,대화나누기",1,,2
13611000061,A03,36,110,세종우리요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
13611000067,A03,36,110,세종행복요양원,00,NORMAL SERVICE.,1,13611000067,전래동화(인지/회상),1,2층 프로그램실,29
13611000087,A03,36,110,세종에덴요양원,00,NORMAL SERVICE.,1,13611000087,여가 및 특화 프로그램,1,로비 및 각 방,29
13611000090,A03,36,110,세종천애안요양원,00,NORMAL SERVICE.,1,13611000090,다른사람이름알기,3,,47
13611000099,A03,36,110,성덕효성원,00,NORMAL SERVICE.,1,13611000099,성덕노래교실,1,프로그램실 및 생활실,23
13611000113,A03,36,110,세종실버타운 평강요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
13611000133,A03,36,110,VIP요양원,00,NORMAL SERVICE.,1,13611000133,"신체 프로그램(A,B 그룹)",3,"프로그램실, 생활실",29
13611000150,A03,36,110,세종해밀 요양원,00,NORMAL SERVICE.,1,13611000150,(특별프로그램) 크리스마스 행사,3,1층 프로그램실,49
13611000160,A03,36,110,세종마음숲요양원 고운점,00,NORMAL SERVICE.,1,13611000160,음악활동(노래&악기),1,프로그램실,29
13611000162,A03,36,110,더 사랑 요양원,00,NORMAL SERVICE.,1,13611000162,가족지지(생신잔치),3,프로그램실,28
13611000166,A03,36,110,세종요양원,00,NORMAL SERVICE.,1,13611000166,인지활동,1,각층 프로그램실,20
13611000167,A03,36,110,세종굿모닝요양원,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
13611000168,A03,36,110,조이실버케어요양원,00,NORMAL SERVICE.,1,13611000168,신체인지프로그램,3,프로그램실,68
13611000182,A03,36,110,세종시립요양원,00,NORMAL SERVICE.,1,13611000182,교구인지,1,"세종시립요양원 2층,3층 생활실",32
13611000143,A04,36,110,늘평안 노인요양공동생활가정,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
13611000203,A04,36,110,약산실버홈,00,NORMAL SERVICE.,1,13611000203,만다라 색칠하기,3,프로그램실,9
23611000109,B01,36,110,행복한주간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23611000125,B01,36,110,세종우리노인복지센터,00,NORMAL SERVICE.,1,23611000125,코스모스 꽃 나들이,3,코스모스 밭(정부청사 옆),30
23611000129,B01,36,110,휴먼주간보호센터,00,NORMAL SERVICE.,1,23611000129,감성미술,1,휴먼주간보호센터 생활실,49
23611000131,B01,36,110,세종고운재가복지센터,00,NORMAL SERVICE.,1,23611000131,인지훈련 워크북,7,대상자가정,1
23611000132,B01,36,110,유정재가복지원,00,NORMAL SERVICE.,,,,,,
23611000135,B01,36,110,가정재가복지센터,00,NORMAL SERVICE.,1,23611000135,신체활동,7,수급자 가정,2
23611000140,B01,36,110,민들레재가노인복지센터,00,NORMAL SERVICE.,,,,,,
23611000148,B01,36,110,더힐링 세종전원주간보호센터,00,NORMAL SERVICE.,4,23611000148,이미용 서비스,3,,84
23611000153,B01,36,110,세종재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000154,B01,36,110,세종특별자치시 사회서비스원 세종종합재가센터,00,NORMAL SERVICE.,,,,,,
23611000155,B01,36,110,세종통합돌봄센터,00,NORMAL SERVICE.,,,,,,
23611000157,B01,36,110,한누리재가장기요양기관,00,NORMAL SERVICE.,,,,,,
23611000159,B01,36,110,행복드림 재가방문요양센터,00,NORMAL SERVICE.,,,,,,
23611000135,B02,36,110,가정재가복지센터,00,NORMAL SERVICE.,1,23611000135,신체활동,7,수급자 가정,2
23611000153,B02,36,110,세종재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000169,B02,36,110,기쁨방문요양센터,00,NORMAL SERVICE.,,,,,,
23611000180,B02,36,110,가람재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000184,B02,36,110,다정한재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000188,B02,36,110,시온재가노인복지센터,00,NORMAL SERVICE.,,,,,,
23611000190,B02,36,110,세종하나재가요양센터,00,NORMAL SERVICE.,,,,,,
23611000197,B02,36,110,우리통합재가센터,00,NORMAL SERVICE.,,,,,,
23611000202,B02,36,110,봄날재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000205,B02,36,110,드림 재가 방문요양 센터,00,NORMAL SERVICE.,,,,,,
23611000211,B02,36,110,최고방문요양센터,00,NORMAL SERVICE.,,,,,,
23611000212,B02,36,110,하트풀방문요양센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23611000221,B02,36,110,나눔재가복지센터,00,NORMAL SERVICE.,,,,,,
23611000074,B03,36,110,종촌종합복지센터 노인주간보호센터,00,NORMAL SERVICE.,1,23611000074,토탈뷰티,3,프로그램실,33
23611000107,B03,36,110,세종가족사랑주간보호센터,00,NORMAL SERVICE.,1,23611000107,사회적응훈련 (용수천 나들이),3,용수천,55
23611000109,B03,36,110,행복한주간보호센터,00,NORMAL SERVICE.,0,23611000109,9988 체조,2,생활실,49
23611000125,B03,36,110,세종우리노인복지센터,00,NORMAL SERVICE.,1,23611000125,코스모스 꽃 나들이,3,코스모스 밭(정부청사 옆),30
23611000127,B03,36,110,플래티늄세종주야간보호센터,00,NORMAL SERVICE.,1,23611000127,신체기능 향상 체조,2,생활실,10
23611000129,B03,36,110,휴먼주간보호센터,00,NORMAL SERVICE.,1,23611000129,감성미술,1,휴먼주간보호센터 생활실,49
23611000136,B03,36,110,세종케어재활전문주간보호센터,00,NORMAL SERVICE.,1,23611000136,개별맞춤운동,2,세종케어재활전문주간보호센터 생활실,26
23611000145,B03,36,110,VIP주간보호센터,00,NORMAL SERVICE.,1,23611000145,발마사,2,프로그램실,9
23611000148,B03,36,110,더힐링 세종전원주간보호센터,00,NORMAL SERVICE.,4,23611000148,이미용 서비스,3,,84
23611000165,B03,36,110,세종주간보호센터,00,NORMAL SERVICE.,0,23611000165,"온열치료, 일일활력징후체크",3,프로그램실,34
23611000173,B03,36,110,세종부강노인복지센터,00,NORMAL SERVICE.,1,23611000173,절기프로그램,1,생활실,44
23611000178,B03,36,110,세종한누리주간보호센터,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
23611000193,B03,36,110,부강돌봄센터,00,NORMAL SERVICE.,60,23611000193,양말목 활용 공예,1,생활실,86
23611000186,B05,36,110,세종똑똑방문간호센터,00,NORMAL SERVICE.,,,,,,
23611000214,B05,36,110,세종방문간호센터,00,NORMAL SERVICE.,,,,,,
23611000138,B06,36,110,이원건강의료기 세종점,00,NORMAL SERVICE.,,,,,,
23611000164,B06,36,110,세종중앙의료기,00,NORMAL SERVICE.,,,,,,
23611000175,B06,36,110,건강복지용구센터,00,NORMAL SERVICE.,,,,,,
23611000181,B06,36,110,(주)가온렌탈케어 복지용구센터,00,NORMAL SERVICE.,,,,,,
23611000183,B06,36,110,세종한누리복지용구사업소,00,NORMAL SERVICE.,,,,,,
23611000194,B06,36,110,다정한복지의료기,00,NORMAL SERVICE.,,,,,,
23611000200,B06,36,110,가족사랑복지용구사업소,00,NORMAL SERVICE.,,,,,,
23611000201,B06,36,110,가치가봄 복지용구,00,NORMAL SERVICE.,,,,,,
33611000068,C01,36,110,세종시행복주간보호센터,00,NORMAL SERVICE.,1,33611000068,생신잔치,3,프로그램실,90
33611000072,C01,36,110,무지개 재가장기요양기관,00,NORMAL SERVICE.,3,33611000072,인지활동프로그램,1,,9
33611000075,C01,36,110,재가복지센터 유다원,00,NORMAL SERVICE.,,,,,,
33611000076,C01,36,110,행복요양센터,00,NORMAL SERVICE.,,,,,,
33611000078,C01,36,110,조약돌요양복지센터,00,NORMAL SERVICE.,,,,,,
33611000083,C01,36,110,에덴노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000084,C01,36,110,세종한마음노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000089,C01,36,110,시니어데이케어 주은 세종센터,00,NORMAL SERVICE.,1,33611000089,시니어피트니스365,2,프로그램실,51
33611000091,C01,36,110,세종시 노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000092,C01,36,110,세종 감성큰사랑 통합재가복지센터,00,NORMAL SERVICE.,1,33611000092,인지활동 프로그램 제공,1,수급자 가정,15
33611000093,C01,36,110,참빛재가 노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000098,C01,36,110,성심노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000108,C01,36,110,해바라기방문요양사업소,REQUEST_ERROR,HTTPError: HTTP Error 429: Too Many Requests,,,,,,
33611000072,C02,36,110,무지개 재가장기요양기관,00,NORMAL SERVICE.,3,33611000072,인지활동프로그램,1,,9
33611000084,C02,36,110,세종한마음노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000091,C02,36,110,세종시 노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000092,C02,36,110,세종 감성큰사랑 통합재가복지센터,00,NORMAL SERVICE.,1,33611000092,인지활동 프로그램 제공,1,수급자 가정,15
33611000111,C02,36,110,가가호호 재가방문요양센터,00,NORMAL SERVICE.,,,,,,
33611000116,C02,36,110,사나섬재가복지센터,00,NORMAL SERVICE.,,,,,,
34473000052,C02,36,110,(주)휴먼에듀피아,00,NORMAL SERVICE.,,,,,,
33611000068,C03,36,110,세종시행복주간보호센터,00,NORMAL SERVICE.,1,33611000068,생신잔치,3,프로그램실,90
33611000082,C03,36,110,더 행복주간보호센터,00,NORMAL SERVICE.,1,33611000082,레크레이션,3,생활실,49
33611000085,C03,36,110,도담노인재활주간보호,00,NORMAL SERVICE.,3,33611000085,이미용 서비스 프로그램,3,301호 프로그램실,59
33611000089,C03,36,110,시니어데이케어 주은 세종센터,00,NORMAL SERVICE.,1,33611000089,시니어피트니스365,2,프로그램실,51
33611000118,C03,36,110,고운세종노인주야간센터,00,NORMAL SERVICE.,1,33611000118,미술활동1(외부강사),1,생활실,32
33611000120,C03,36,110,간호드림주간보호센터,00,NORMAL SERVICE.,1,33611000120,생신잔치,3,프로그램실/생활실,24
33611000091,C05,36,110,세종시 노인복지센터,00,NORMAL SERVICE.,,,,,,
33611000092,C05,36,110,세종 감성큰사랑 통합재가복지센터,00,NORMAL SERVICE.,1,33611000092,인지활동 프로그램 제공,1,수급자 가정,15
33611000120,C05,36,110,간호드림주간보호센터,00,NORMAL SERVICE.,1,33611000120,생신잔치,3,프로그램실/생활실,24
33611000089,C06,36,110,시니어데이케어 주은 세종센터,00,NORMAL SERVICE.,1,33611000089,시니어피트니스365,2,프로그램실,51
33611000102,C06,36,110,세종의료기,00,NORMAL SERVICE.,,,,,,
34473000029,C06,36,110,365 행복케어,00,NORMAL SERVICE.,,,,,,
13611000182,G31,36,110,세종시립요양원,00,NORMAL SERVICE.,1,13611000182,교구인지,1,"세종시립요양원 2층,3층 생활실",32
23611000074,H31,36,110,종촌종합복지센터 노인주간보호센터,00,NORMAL SERVICE.,1,23611000074,토탈뷰티,3,프로그램실,33
14473000023,S41,36,110,사랑의마을 노인요양공동생활가정,00,NORMAL SERVICE.,1,14473000023,인지프로그램 (개별),7,프로그램실,9
14111000023,A03,41,111,사회복지법인 죽파재단 감천장요양원,00,NORMAL SERVICE.,0,14111000023,보행향상프로그램,3,물리치료실,1
14111000024,A03,41,113,중앙요양원,00,NORMAL SERVICE.,1,14111000024,인지교구프로그램,1,2층 로비,25
14111000032,A03,41,115,수원 아노가 요양원,00,NORMAL SERVICE.,1,14111000032,신체 프로그램,1,아노가 요양원 프로그램실,83
14111000034,A03,41,111,수원시립노인전문요양원,00,NORMAL SERVICE.,1,14111000034,"(신체기능) 2층 A그룹, B그룹 3층(A그룹, B그룹)",3,각층 주거실,110
14111000041,A03,41,111,효행노인전문요양원,00,NORMAL SERVICE.,30,14111000041,종교의 시간(예배),3,별관 프로그램실,17
14111000229,A04,41,111,행복나라 노인전문요양센터,00,NORMAL SERVICE.,1,14111000229,종교활동(주일예배),3,,9
14111000306,A04,41,113,새수원복지요양원,00,NORMAL SERVICE.,1,14111000306,장수박수,1,각 층 프로그램실,9
14111000311,A04,41,113,새수원노인요양공동생활가정,00,NORMAL SERVICE.,1,14111000311,가족상담,3,각 층 프로그램실,9
14111000365,A04,41,111,행복나라노인전문요양센터 2동,00,NORMAL SERVICE.,1,14111000365,실버아트,1,,9
14111000409,A04,41,113,베데스다요양원,00,NORMAL SERVICE.,1,14111000409,신체프로그램,3,프로그램실과 층 생활실,4
24111000012,B01,41,113,서호재가노인복지센터,00,NORMAL SERVICE.,1,24111000012,한자서예,1,주간보호센터 프로그램실,20
24111000013,B01,41,113,버드내재가노인복지센터,00,NORMAL SERVICE.,1,24111000013,사회적응활동,1,프로그램실,24
24111000682,B01,41,111,해피홈수원재활주간보호센터,00,NORMAL SERVICE.,1,24111000682,건강체조,2,생활실,81
24111000688,B01,41,113,수 데이케어센터,00,NORMAL SERVICE.,1,24111000688,볼링,2,센터내 생활관,45
